날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,15,8,0.006,0.039,,0.003
2,16,9,0.005,0.038,,0.003
3,16,11,0.008,0.032,,0.003
4,18,11,0.008,0.030,,0.003
5,17,13,0.004,0.031,,0.002
6,18,12,0.005,0.028,,0.003
7,17,12,0.006,0.026,,0.003
8,18,11,0.011,0.021,,0.003
9,18,10,0.018,0.018,,0.003
10,17,9,0.022,0.022,,0.003
11,17,14,0.038,0.017,,0.003
12,19,13,0.041,0.019,,0.003
13,19,14,0.051,0.017,,0.003
14,22,14,0.051,0.019,,0.003
15,19,11,0.053,0.018,,0.002
16,21,12,0.052,0.024,,0.003
17,22,10,0.064,0.015,,0.003
18,21,14,0.066,0.015,,0.003
19,18,13,0.054,0.022,,0.003
20,21,14,0.040,0.024,,0.002
21,19,13,0.034,0.022,,0.002
22,18,12,0.032,0.019,,0.003
23,16,10,0.020,0.030,,0.002
0,19,12,0.011,0.040,,0.002
1,17,11,0.008,0.040,,0.002
2,20,14,0.017,0.029,,0.002
3,20,14,0.016,0.026,,0.002
4,19,14,0.010,0.028,,0.003
5,35,15,0.011,0.024,,0.002
6,25,15,0.008,0.028,,0.003
7,20,13,0.004,0.033,,0.003
8,27,14,0.005,0.033,,0.003
9,24,12,0.010,0.040,,0.003
10,19,10,0.024,0.035,,0.003
11,24,11,0.034,0.030,,0.003
12,33,13,0.047,0.022,,0.003
13,28,13,0.052,0.026,,0.003
14,29,15,0.059,0.028,,0.003
15,29,17,0.068,0.026,,0.003
16,30,17,0.076,0.023,,0.003
17,29,18,0.076,0.018,,0.003
18,27,15,0.061,0.013,,0.003
19,22,13,0.052,0.018,,0.003
20,21,13,0.040,0.023,,0.002
21,19,14,0.032,0.027,,0.003
22,22,13,0.017,0.042,,0.003
23,23,15,0.012,0.044,,0.003
0,27,15,0.003,0.056,,0.003
1,30,18,0.002,0.060,,0.003
2,29,19,0.002,0.057,,0.003
3,29,17,0.003,0.043,,0.003
4,26,16,0.005,0.038,,0.003
5,26,18,0.008,0.031,,0.003
6,23,16,0.007,0.032,,0.003
7,24,16,0.011,0.028,,0.003
8,23,16,0.006,0.035,,0.003
9,23,15,0.013,0.030,,0.003
10,21,13,0.015,0.032,,0.003
11,26,13,0.019,0.031,,0.003
12,27,15,0.025,0.030,,0.003
13,23,16,0.029,0.032,,0.003
14,28,15,0.033,0.030,,0.003
15,22,12,0.031,0.030,,0.003
16,17,11,0.030,0.031,,0.003
17,17,11,0.021,0.036,,0.003
18,19,12,0.019,0.029,,0.003
19,14,10,0.012,0.036,,0.003
20,17,10,0.019,0.027,,0.003
21,13,7,0.023,0.026,,0.002
22,6,5,0.024,0.024,,0.002
23,3,1,0.026,0.018,,0.003
0,3,2,0.027,0.016,,0.003
1,4,3,0.029,0.015,,0.003
2,3,3,0.032,0.010,,0.002
3,3,2,0.033,0.009,,0.002
4,3,2,0.034,0.008,,0.002
5,3,1,0.030,0.010,,0.002
6,3,2,0.025,0.018,,0.003
7,5,2,0.019,0.026,,0.002
8,7,3,0.013,0.031,,0.002
9,7,4,0.016,0.027,,0.002
10,6,2,0.015,0.028,,0.002
11,6,3,0.014,0.031,,0.002
12,8,4,0.013,0.034,,0.002
13,8,4,0.016,0.030,,0.002
14,8,3,0.013,0.032,,0.003
15,10,3,0.009,0.033,,0.003
16,8,4,0.015,0.025,,0.002
17,6,1,0.015,0.026,,0.002
18,10,6,0.009,0.033,,0.002
19,13,9,0.005,0.037,,0.003
20,15,11,0.003,0.038,,0.003
21,13,9,0.003,0.036,,0.002
22,13,10,0.002,0.038,,0.003
23,13,8,0.002,0.036,,0.003
0,15,9,0.002,0.036,,0.003
1,14,10,0.002,0.031,,0.003
2,12,7,0.002,0.028,,0.003
3,11,6,0.003,0.024,,0.003
4,8,5,0.007,0.017,,0.002
5,5,5,0.009,0.014,,0.003
6,6,3,0.005,0.019,,0.002
7,6,3,0.003,0.022,,0.003
8,8,4,0.003,0.025,,0.003
9,9,5,0.004,0.025,,0.003
10,10,5,0.006,0.026,,0.003
11,14,9,0.007,0.027,,0.003
12,16,11,0.008,0.027,,0.003
13,16,9,0.011,0.028,,0.003
14,19,13,0.009,0.029,,0.003
15,8,5,0.011,0.023,,0.002
16,5,2,0.008,0.032,,0.002
17,4,3,0.007,0.036,,0.003
18,7,3,0.005,0.034,,0.002
19,5,5,0.006,0.030,,0.003
20,11,9,0.003,0.034,,0.002
21,12,9,0.005,0.029,,0.002
22,8,6,0.003,0.031,,0.002
23,9,6,0.002,0.032,,0.002
0,6,4,0.004,0.026,,0.003
1,7,2,0.003,0.025,,0.002
2,6,3,0.006,0.022,,0.003
3,5,3,0.009,0.016,,0.003
4,5,2,0.010,0.014,,0.002
5,6,1,0.009,0.014,,0.003
6,5,3,0.006,0.017,,0.002
7,7,4,0.004,0.022,,0.002
8,7,3,0.003,0.024,,0.003
9,10,5,0.004,0.024,,0.003
10,12,5,0.005,0.023,,0.003
11,13,7,0.007,0.023,,0.002
12,14,7,0.009,0.023,,0.003
13,16,9,0.014,0.026,,0.003
14,18,13,0.024,0.026,,0.003
15,19,15,0.026,0.029,,0.003
16,20,14,0.018,0.038,,0.003
17,21,15,0.018,0.037,,0.002
18,22,15,0.015,0.038,,0.003
19,21,15,0.006,0.041,,0.003
20,23,16,0.003,0.040,,0.003
21,20,17,0.003,0.039,,0.003
22,26,19,0.002,0.036,,0.003
23,27,17,0.002,0.029,,0.003
0,22,14,0.002,0.025,,0.002
1,18,11,0.003,0.019,,0.002
2,16,11,0.007,0.014,,0.002
3,14,8,0.009,0.011,,0.002
4,13,8,0.012,0.007,,0.003
5,10,6,0.013,0.008,,0.003
6,10,6,0.013,0.009,,0.003
7,11,6,0.010,0.012,,0.002
8,10,5,0.007,0.016,,0.003
9,11,5,0.005,0.018,,0.003
10,11,5,0.008,0.014,,0.002
11,10,4,0.009,0.014,,0.002
12,11,5,0.012,0.012,,0.003
13,12,6,0.016,0.012,,0.003
14,12,4,0.017,0.012,,0.002
15,11,2,0.018,0.011,,0.003
16,27,5,0.019,0.009,,0.003
17,14,4,0.016,0.009,,0.002
18,7,3,0.015,0.014,,0.003
19,7,4,0.019,0.015,,0.002
20,6,2,0.023,0.013,,0.002
21,8,1,0.029,0.011,,0.002
22,11,3,0.028,0.011,,0.002
23,15,4,0.027,0.015,,0.003
0,20,6,0.023,0.016,,0.003
1,18,5,0.022,0.013,,0.003
2,16,6,0.025,0.010,,0.002
3,17,4,0.025,0.008,,0.003
4,23,9,0.024,0.008,,0.003
5,27,12,0.026,0.007,,0.002
6,28,14,0.026,0.009,,0.002
7,29,14,0.022,0.015,,0.003
8,34,18,0.027,0.016,,0.003
9,39,23,0.032,0.015,,0.003
10,37,22,0.028,0.020,,0.003
11,31,19,0.036,0.015,,0.003
12,29,19,0.041,0.014,,0.002
13,27,19,0.048,0.012,,0.003
14,29,21,0.052,0.014,,0.003
15,30,22,0.052,0.016,,0.003
16,33,23,0.052,0.020,,0.003
17,46,30,0.048,0.023,,0.004
18,47,30,0.045,0.024,,0.003
19,46,31,0.044,0.023,,0.003
20,48,31,0.040,0.020,,0.003
21,52,33,0.035,0.022,,0.002
22,47,32,0.032,0.023,,0.003
23,44,31,0.030,0.021,,0.002
0,42,30,0.024,0.026,,0.003
1,42,31,0.016,0.029,,0.003
2,45,32,0.010,0.030,,0.002
3,47,31,0.010,0.027,,0.003
4,46,31,0.009,0.026,,0.003
5,42,27,0.010,0.025,,0.002
6,44,30,0.010,0.027,,0.002
7,51,30,0.004,0.031,,0.002
8,52,35,0.004,0.035,,0.003
9,55,36,0.005,0.040,,0.003
10,58,36,0.006,0.044,,0.003
11,58,34,0.009,0.047,,0.003
12,51,32,0.018,0.044,,0.004
13,35,24,0.026,0.038,,0.003
14,25,20,0.029,0.031,,0.003
15,21,15,0.028,0.039,,0.003
16,21,15,0.023,0.042,,0.003
17,19,15,0.021,0.046,,0.003
18,22,16,0.021,0.044,,0.003
19,17,13,0.011,0.047,,0.003
20,16,11,0.008,0.048,,0.002
21,18,13,0.005,0.049,,0.002
22,17,12,0.006,0.045,,0.002
23,19,13,0.003,0.044,,0.002
0,20,14,0.006,0.039,,0.002
1,18,13,0.012,0.028,,0.002
2,16,11,0.021,0.018,,0.002
3,13,8,0.024,0.015,,0.002
4,14,10,0.029,0.010,,0.003
5,14,9,0.026,0.011,,0.002
6,12,9,0.021,0.015,,0.002
7,9,7,0.014,0.023,,0.002
8,7,5,0.015,0.029,,0.002
9,8,4,0.010,0.033,,0.002
10,8,5,0.009,0.033,,0.003
11,7,5,0.014,0.028,,0.002
12,6,3,0.017,0.025,,0.002
13,10,8,0.019,0.026,,0.002
14,15,10,0.015,0.033,,0.002
15,16,10,0.012,0.041,,0.003
16,17,12,0.008,0.051,,0.003
17,14,11,0.008,0.051,,0.002
18,16,11,0.011,0.046,,0.002
19,17,11,0.007,0.051,,0.002
20,17,14,0.006,0.052,,0.003
21,22,18,0.003,0.049,,0.003
22,19,13,0.006,0.042,,0.002
23,18,13,0.017,0.039,,0.003
0,29,23,0.052,0.033,,0.002
1,34,26,0.044,0.029,,0.002
2,24,18,0.035,0.021,,0.003
3,6,5,0.035,0.008,,0.003
4,3,2,0.038,0.005,,0.002
5,3,3,0.042,0.004,,0.002
6,3,1,0.042,0.006,,0.002
7,3,2,0.041,0.010,,0.002
8,3,1,0.033,0.020,,0.002
9,4,2,0.022,0.034,,0.003
10,3,1,0.029,0.028,,0.002
11,3,1,0.038,0.021,,0.002
12,5,4,0.040,0.020,,0.003
13,6,5,0.041,0.021,,0.003
14,6,4,0.042,0.019,,0.003
15,6,4,0.035,0.026,,0.002
16,8,4,0.035,0.022,,0.003
