날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,29,11,0.038,0.020,0.3,0.005
2,29,21,0.041,0.017,0.3,0.005
3,24,18,0.045,0.013,0.3,0.005
4,27,18,0.044,0.013,0.3,0.005
5,23,17,0.040,0.015,0.3,0.005
6,25,20,0.033,0.020,0.3,0.005
7,28,16,0.018,0.029,0.4,0.005
8,28,19,0.014,0.034,0.4,0.005
9,32,19,0.012,0.037,0.5,0.005
10,31,20,0.018,0.033,0.5,0.005
11,28,18,0.028,0.026,0.4,0.005
12,25,16,0.031,0.026,0.4,0.005
13,27,19,0.037,0.023,0.4,0.005
14,22,18,0.041,0.021,0.3,0.005
15,24,16,0.032,0.029,0.4,0.005
16,19,14,0.030,0.029,0.4,0.005
17,19,12,0.025,0.032,0.4,0.005
18,29,15,0.029,0.026,0.4,0.005
19,26,11,0.020,0.030,0.4,0.005
20,26,16,0.019,0.029,0.4,0.005
21,19,14,0.020,0.026,0.4,0.005
22,26,15,0.016,0.027,0.4,0.005
23,19,15,0.017,0.025,0.3,0.005
0,18,9,0.016,0.025,0.3,0.005
1,20,14,0.021,0.019,0.3,0.005
2,21,13,0.025,0.015,0.2,0.005
3,15,12,0.025,0.014,0.2,0.005
4,19,12,0.026,0.013,0.2,0.005
5,16,10,0.024,0.015,0.2,0.005
6,16,8,0.020,0.020,0.2,0.005
7,18,10,0.010,0.029,0.3,0.005
8,16,10,0.005,0.035,0.4,0.005
9,28,11,0.006,0.035,0.4,0.005
10,25,12,0.010,0.033,0.4,0.005
11,31,15,0.011,0.036,0.5,0.005
12,,,,,,
13,,28,0.018,0.039,0.5,0.005
14,,24,0.025,0.040,0.5,0.005
15,,24,0.032,0.032,0.5,0.005
16,,15,0.038,0.030,0.4,0.005
17,27,23,0.030,0.038,0.5,0.006
18,16,,0.039,0.030,0.4,0.006
19,15,,0.020,0.046,0.5,0.005
20,23,15,0.010,0.050,0.6,0.005
21,19,17,0.007,0.046,0.5,0.005
22,37,16,0.007,0.042,0.5,0.005
23,31,16,0.004,0.042,0.5,0.005
0,32,15,0.002,0.042,0.6,0.005
1,33,20,0.003,0.038,0.5,0.005
2,28,23,0.007,0.033,0.5,0.005
3,27,18,0.012,0.024,0.4,0.005
4,20,19,0.020,0.020,0.4,0.005
5,19,9,0.022,0.020,0.4,0.005
6,21,11,0.013,0.027,0.4,0.005
7,18,10,0.004,0.033,0.5,0.005
8,32,15,0.006,0.032,0.6,0.005
9,25,15,0.026,0.021,0.4,0.005
10,16,11,0.048,0.015,0.3,0.005
11,17,5,0.058,0.014,0.3,0.005
12,19,15,0.057,0.017,0.3,0.005
13,20,11,0.065,0.014,0.3,0.005
14,16,14,0.064,0.012,0.2,0.005
15,18,9,0.057,0.014,0.3,0.005
16,17,10,0.052,0.014,0.3,0.005
17,19,7,0.049,0.014,0.2,0.005
18,14,12,0.046,0.015,0.2,0.005
19,28,16,0.040,0.020,0.3,0.005
20,20,13,0.034,0.023,0.3,0.006
21,24,11,0.033,0.023,0.3,0.007
22,24,10,0.029,0.024,0.3,0.006
23,22,7,0.027,0.025,0.3,0.006
0,20,9,0.021,0.027,0.3,0.006
1,29,17,0.022,0.025,0.4,0.005
2,22,14,0.023,0.020,0.4,0.005
3,26,16,0.024,0.017,0.4,0.005
4,29,12,0.029,0.013,0.3,0.005
5,17,14,0.029,0.013,0.3,0.005
6,27,14,0.022,0.015,0.3,0.005
7,27,19,0.010,0.025,0.4,0.005
8,30,11,0.005,0.032,0.5,0.005
9,30,18,0.004,0.036,0.7,0.005
10,33,23,0.007,0.037,0.6,0.005
11,40,22,0.012,0.037,0.5,0.005
12,22,14,0.025,0.032,0.4,0.005
13,25,,0.038,0.026,0.3,0.005
14,21,,0.053,0.017,0.2,0.005
15,28,19,0.052,0.030,0.4,0.006
16,39,21,0.050,0.030,0.4,0.007
17,36,18,0.059,0.023,0.3,0.006
18,27,14,0.054,0.024,0.3,0.006
19,32,22,0.049,0.028,0.4,0.007
20,30,26,0.052,0.026,0.4,0.007
21,17,,0.047,0.027,0.4,0.007
22,49,20,0.048,0.023,0.4,0.007
23,39,26,0.046,0.020,0.4,0.008
0,44,25,0.042,0.019,0.4,0.008
1,41,20,0.029,0.026,0.4,0.007
2,42,32,0.022,0.028,0.5,0.006
3,31,,0.021,0.026,0.5,0.006
4,33,23,0.032,0.019,0.4,0.006
5,36,21,0.030,0.019,0.4,0.006
6,34,25,0.016,0.029,0.4,0.006
7,38,23,0.003,0.037,0.6,0.006
8,41,20,0.003,0.036,0.6,0.006
9,47,28,0.011,0.034,0.5,0.006
10,36,28,0.013,0.034,0.5,0.006
11,21,13,0.040,0.022,0.3,0.005
12,10,3,0.039,0.024,0.3,0.005
13,15,8,0.024,0.038,0.5,0.005
14,20,15,0.022,0.037,0.5,0.005
15,21,14,0.016,0.041,0.5,0.005
16,24,14,0.017,0.039,0.5,0.005
17,28,12,0.013,0.043,0.5,0.005
18,23,18,0.015,0.038,0.4,0.005
19,24,15,0.018,0.036,0.4,0.005
20,18,13,0.012,0.039,0.4,0.005
21,25,17,0.015,0.032,0.4,0.005
22,26,14,0.015,0.032,0.4,0.005
23,27,12,0.017,0.031,0.4,0.005
0,19,13,0.017,0.031,0.3,0.005
1,23,7,0.020,0.025,0.3,0.005
2,20,14,0.030,0.015,0.3,0.005
3,12,12,0.031,0.014,0.3,0.005
4,15,10,0.036,0.011,0.2,0.005
5,15,7,0.031,0.012,0.2,0.005
6,10,9,0.027,0.015,0.2,0.005
7,12,7,0.021,0.020,0.2,0.005
8,12,3,0.020,0.020,0.2,0.005
9,6,2,0.024,0.019,0.2,0.005
10,1,4,0.025,0.019,0.2,0.005
11,13,4,0.032,0.015,0.2,0.005
12,19,7,0.033,0.016,0.2,0.005
13,11,9,0.036,0.014,0.2,0.005
14,12,9,0.033,0.017,0.2,0.005
15,11,5,0.033,0.017,0.2,0.005
16,15,6,0.030,0.019,0.2,0.005
17,3,3,0.030,0.021,0.2,0.005
18,13,6,0.030,0.019,0.2,0.005
19,12,8,0.028,0.020,0.2,0.005
20,16,4,0.024,0.024,0.2,0.005
21,19,8,0.023,0.024,0.2,0.005
22,18,3,0.025,0.022,0.2,0.005
23,7,7,0.023,0.023,0.2,0.005
0,12,1,0.025,0.021,0.2,0.005
1,19,1,0.027,0.018,0.2,0.005
2,9,6,0.030,0.013,0.2,0.005
3,16,5,0.030,0.012,0.2,0.005
4,12,5,0.029,0.012,0.2,0.005
5,11,3,0.027,0.015,0.2,0.005
6,11,4,0.016,0.023,0.2,0.005
7,10,7,0.016,0.025,0.2,0.005
8,6,3,0.008,0.035,0.4,0.005
9,7,4,0.014,0.031,0.3,0.005
10,11,3,0.020,0.028,0.3,0.005
11,10,6,0.023,0.026,0.3,0.005
12,16,11,0.032,0.022,0.2,0.005
13,13,10,0.038,0.020,0.2,0.005
14,8,8,0.040,0.021,0.2,0.005
15,11,7,0.039,0.023,0.2,0.005
16,16,4,0.039,0.023,0.2,0.005
17,7,1,0.034,0.027,0.2,0.005
18,10,6,0.033,0.025,0.2,0.005
19,19,11,0.019,0.035,0.3,0.005
20,18,8,0.009,0.044,0.4,0.005
21,10,,0.006,0.042,0.5,0.005
22,14,3,0.004,0.042,0.5,0.005
23,11,9,0.011,0.034,0.3,0.005
0,17,4,0.015,0.028,0.3,0.005
1,1,3,0.017,0.024,0.3,0.005
2,10,6,0.024,0.017,0.2,0.005
3,16,4,0.028,0.014,0.2,0.005
4,6,6,0.027,0.014,0.2,0.005
5,9,7,0.025,0.015,0.2,0.005
6,28,16,0.013,0.025,0.2,0.005
7,17,5,0.008,0.029,0.3,0.005
8,17,6,0.007,0.030,0.4,0.005
9,13,11,0.012,0.029,0.3,0.005
10,8,1,0.017,0.028,0.3,0.005
11,17,11,0.022,0.025,0.3,0.005
12,16,9,0.027,0.026,0.2,0.005
13,12,8,0.030,0.029,0.3,0.005
14,21,17,0.031,0.030,0.2,0.005
15,10,7,0.035,0.027,0.2,0.005
16,11,2,0.027,0.034,0.3,0.005
17,9,5,0.034,0.026,0.2,0.005
18,13,4,0.027,0.032,0.3,0.005
19,15,14,0.018,0.040,0.3,0.005
20,12,9,0.015,0.040,0.3,0.005
21,28,11,0.021,0.032,0.3,0.005
22,5,4,0.024,0.029,0.2,0.005
23,10,6,0.020,0.030,0.2,0.005
0,11,3,0.022,0.027,0.2,0.005
1,17,6,0.026,0.022,0.2,0.005
2,14,6,0.027,0.021,0.2,0.005
3,10,7,0.026,0.020,0.2,0.005
4,19,4,0.023,0.020,0.2,0.005
5,10,6,0.027,0.017,0.2,0.005
6,8,7,0.016,0.028,0.2,0.005
7,12,7,0.008,0.035,0.2,0.005
8,13,4,0.008,0.036,0.3,0.005
9,15,7,0.017,0.031,0.3,0.005
10,10,2,0.021,0.030,0.3,0.005
11,19,10,0.026,0.025,0.4,0.005
12,18,12,0.035,0.023,0.3,0.005
13,26,16,,,,
14,18,17,0.046,0.018,0.2,0.003
15,23,9,0.049,0.018,0.3,0.004
16,13,5,0.047,0.020,0.2,0.004
17,15,8,0.036,0.028,0.3,0.004
18,17,11,0.018,0.038,0.3,0.004
19,21,5,0.020,0.031,0.3,0.004
20,18,11,0.014,0.033,0.3,0.004
