날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,17,9,0.001,0.041,0.6,0.002
2,16,9,0.001,0.038,0.5,0.002
3,16,8,0.001,0.037,0.6,0.002
4,16,9,0.001,0.034,0.5,0.002
5,16,7,0.002,0.033,0.5,0.002
6,15,9,0.001,0.033,0.5,0.002
7,16,9,0.002,0.030,0.5,0.003
8,15,8,0.004,0.028,0.7,0.003
9,18,7,0.007,0.030,0.6,0.003
10,13,7,0.014,0.024,0.5,0.003
11,15,8,0.014,0.030,0.5,0.003
12,14,8,0.021,0.028,0.5,0.002
13,14,8,0.024,0.033,0.5,0.002
14,16,10,0.022,0.041,0.5,0.002
15,17,11,0.029,0.036,0.4,0.003
16,19,13,0.037,0.037,0.4,0.002
17,21,15,0.049,0.032,0.4,0.003
18,24,16,0.062,0.030,0.4,0.003
19,27,18,0.071,0.030,0.4,0.003
20,29,21,0.070,0.037,0.5,0.003
21,34,25,0.053,0.045,0.5,0.004
22,28,22,0.052,0.030,0.4,0.004
23,27,19,0.046,0.029,0.5,0.004
0,30,23,0.034,0.035,0.5,0.003
1,34,26,0.023,0.042,0.6,0.003
2,36,27,0.019,0.039,0.6,0.003
3,38,28,0.026,0.028,0.6,0.003
4,36,28,0.031,0.022,0.5,0.003
5,36,26,0.021,0.027,0.5,0.003
6,34,25,0.008,0.038,0.5,0.002
7,34,22,0.007,0.040,0.5,0.003
8,31,22,0.015,0.035,0.5,0.003
9,29,21,0.014,0.040,0.6,0.003
10,27,17,0.025,0.042,0.6,0.003
11,32,20,0.049,0.038,0.5,0.003
12,29,22,0.048,0.039,0.5,0.003
13,28,21,0.045,0.049,0.6,0.003
14,28,21,0.068,0.030,0.4,0.003
15,28,22,0.085,0.029,0.5,0.003
16,33,25,0.104,0.014,0.4,0.003
17,36,25,0.069,0.051,0.5,0.003
18,35,27,0.076,0.042,0.6,0.003
19,36,27,0.095,0.018,0.4,0.003
20,36,30,0.065,0.053,0.5,0.003
21,40,31,0.045,0.071,0.6,0.003
22,39,31,0.027,0.057,0.6,0.003
23,34,27,0.011,0.053,0.7,0.003
0,35,27,0.003,0.057,0.6,0.003
1,38,26,0.008,0.053,0.6,0.003
2,36,26,0.011,0.046,0.6,0.002
3,29,22,0.016,0.035,0.5,0.002
4,30,21,0.017,0.027,0.4,0.003
5,29,22,0.010,0.031,0.5,0.002
6,23,16,0.008,0.032,0.4,0.003
7,23,15,0.009,0.031,0.4,0.003
8,23,16,0.008,0.034,0.5,0.003
9,26,17,0.010,0.035,0.5,0.003
10,26,16,0.017,0.035,0.6,0.003
11,27,17,0.027,0.034,0.5,0.003
12,24,16,0.046,0.034,0.5,0.003
13,27,19,0.064,0.036,0.5,0.003
14,26,16,0.058,0.045,0.5,0.003
15,29,14,0.060,0.045,0.5,0.003
16,30,15,0.071,0.041,0.4,0.003
17,22,14,0.053,0.041,0.4,0.003
18,17,10,0.051,0.045,0.4,0.003
19,18,11,0.044,0.043,0.4,0.003
20,20,14,0.029,0.046,0.4,0.003
21,21,12,0.017,0.050,0.4,0.003
22,19,12,0.013,0.045,0.4,0.003
23,16,11,0.010,0.044,0.4,0.003
0,16,10,0.004,0.047,0.4,0.003
1,12,8,0.010,0.034,0.4,0.002
2,16,9,0.017,0.022,0.3,0.003
3,16,10,0.016,0.021,0.4,0.003
4,14,9,0.019,0.018,0.3,0.003
5,15,10,0.017,0.019,0.3,0.003
6,14,9,0.013,0.024,0.3,0.003
7,16,9,0.009,0.032,0.4,0.003
8,17,11,0.010,0.033,0.4,0.003
9,20,12,0.016,0.031,0.4,0.003
10,20,12,0.018,0.038,0.5,0.003
11,23,16,0.027,0.037,0.5,0.003
12,25,17,0.044,0.031,0.4,0.003
13,26,19,0.056,0.030,0.4,0.003
14,27,20,0.068,0.035,0.4,0.003
15,30,23,0.081,0.036,0.4,0.003
16,30,22,0.085,0.040,0.4,0.003
17,33,25,0.085,0.042,0.4,0.003
18,30,23,0.102,0.024,0.4,0.003
19,40,27,0.093,0.019,0.4,0.003
20,40,30,0.080,0.015,0.4,0.003
21,36,28,0.076,0.015,0.4,0.003
22,33,26,0.056,0.034,0.5,0.002
23,37,26,0.044,0.032,0.5,0.003
0,31,24,0.032,0.039,0.5,0.003
1,31,23,0.014,0.046,0.5,0.003
2,31,24,0.020,0.030,0.4,0.003
3,31,24,0.021,0.026,0.5,0.002
4,30,22,0.019,0.025,0.5,0.002
5,29,25,0.019,0.024,0.4,0.003
6,26,20,0.017,0.027,0.4,0.003
7,24,18,0.012,0.035,0.4,0.002
8,25,19,0.019,0.030,0.4,0.003
9,26,17,0.022,0.032,0.4,0.003
10,24,16,0.024,0.039,0.5,0.003
11,27,17,0.040,0.034,0.4,0.003
12,25,18,0.071,0.021,0.4,0.003
13,26,20,0.085,0.020,0.4,0.003
14,28,22,0.094,0.019,0.4,0.003
15,34,25,0.099,0.017,0.3,0.003
16,28,22,0.098,0.012,0.3,0.003
17,28,23,0.091,0.009,0.3,0.003
18,25,21,0.057,0.028,0.4,0.003
19,23,22,0.046,0.019,0.3,0.003
20,22,17,0.038,0.026,0.3,0.002
21,22,17,0.023,0.038,0.4,0.002
22,22,18,0.022,0.035,0.4,0.002
23,22,18,0.022,0.033,0.3,0.002
0,23,18,0.002,0.052,0.5,0.003
1,25,19,0.006,0.043,0.5,0.002
2,26,20,0.011,0.032,0.5,0.002
3,24,19,0.022,0.016,0.4,0.002
4,22,17,0.021,0.015,0.4,0.002
