날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,33,11,0.024,0.024,0.5,0.006
2,29,16,0.024,0.022,0.5,0.006
3,30,16,0.020,0.025,0.6,0.006
4,33,16,0.014,0.032,0.7,0.006
5,39,16,0.012,0.034,0.7,0.006
6,33,16,0.004,0.047,0.8,0.006
7,35,19,0.003,0.047,0.8,0.006
8,36,16,0.004,0.045,0.7,0.006
9,34,15,0.005,0.048,0.8,0.007
10,28,11,0.013,0.039,0.7,0.007
11,38,21,0.012,0.041,0.6,0.007
12,27,10,0.017,0.036,0.6,0.007
13,14,2,0.027,0.023,0.5,0.007
14,19,11,0.026,0.024,0.5,0.007
15,32,20,0.018,0.035,0.6,0.007
16,24,7,0.021,0.032,0.5,0.006
17,22,10,0.024,0.029,0.4,0.006
18,16,8,0.028,0.025,0.4,0.006
19,21,8,0.018,0.035,0.5,0.006
20,25,12,0.011,0.042,0.5,0.006
21,23,7,0.008,0.045,0.6,0.006
22,29,12,0.003,0.051,0.6,0.006
23,34,19,0.005,0.049,0.6,0.006
0,29,18,0.003,0.051,0.6,0.006
1,32,15,0.003,0.052,0.7,0.006
2,30,18,0.003,0.051,0.8,0.006
3,28,13,0.003,0.049,0.7,0.006
4,27,15,0.004,0.045,0.7,0.006
5,30,13,0.004,0.046,0.7,0.006
6,29,16,0.003,0.051,0.8,0.006
7,38,22,0.003,0.057,1.1,0.007
8,41,18,0.003,0.062,1.3,0.007
9,39,20,0.003,0.066,1.5,0.007
10,47,22,0.004,0.070,1.7,0.008
11,57,30,0.004,0.074,1.8,0.009
12,56,25,0.005,0.067,1.4,0.009
13,49,24,0.005,0.072,1.4,0.009
14,53,28,0.006,0.066,1.2,0.008
15,45,23,0.007,0.060,1.0,0.007
16,33,13,0.007,0.060,0.9,0.007
17,28,11,0.005,0.060,0.8,0.007
18,30,14,0.004,0.061,0.9,0.007
19,46,21,0.008,0.055,0.7,0.007
20,43,19,0.009,0.057,0.7,0.007
21,65,23,0.003,0.066,0.8,0.007
22,65,32,0.003,0.066,0.9,0.007
23,64,31,0.003,0.064,0.9,0.007
0,51,23,0.003,0.066,1.1,0.007
1,48,24,0.003,0.069,1.2,0.007
2,49,23,0.003,0.063,1.1,0.007
3,40,20,0.003,0.058,1.1,0.007
4,40,21,0.003,0.059,1.2,0.007
5,46,20,0.003,0.055,1.0,0.007
6,60,24,0.003,0.057,1.0,0.007
7,51,26,0.003,0.069,1.4,0.008
8,54,25,0.003,0.071,1.6,0.009
9,55,30,0.003,0.065,1.4,0.009
10,54,24,0.004,0.062,1.4,0.009
11,53,32,0.005,0.058,1.2,0.009
12,,,,,,
13,49,23,0.005,0.060,0.8,0.009
14,47,25,0.005,0.064,0.9,0.009
15,45,24,0.005,0.067,0.8,0.008
16,76,24,0.005,0.075,0.9,0.010
17,99,61,0.004,0.077,0.9,0.012
18,78,48,0.004,0.068,0.8,0.010
19,64,34,0.002,0.067,0.8,0.009
20,59,32,0.003,0.065,0.8,0.009
21,65,38,0.003,0.061,0.7,0.010
22,71,40,0.003,0.060,0.8,0.013
23,65,37,0.002,0.069,1.0,0.009
0,61,37,0.002,0.069,1.1,0.009
1,60,29,0.002,0.067,1.1,0.008
2,59,31,0.002,0.067,1.3,0.008
3,53,27,0.002,0.063,1.2,0.007
4,49,23,0.002,0.062,1.2,0.007
5,46,23,0.003,0.064,1.3,0.007
6,66,28,0.002,0.067,1.3,0.007
7,63,27,0.002,0.069,1.2,0.007
8,55,29,0.003,0.080,1.6,0.008
9,65,29,0.003,0.089,2.1,0.008
10,67,36,0.003,0.089,2.3,0.009
11,85,49,0.004,0.087,2.0,0.009
12,81,50,0.005,0.073,1.4,0.011
13,91,59,0.009,0.061,1.2,0.014
14,84,49,0.015,0.053,1.0,0.015
15,73,40,0.024,0.044,0.8,0.013
16,59,37,0.028,0.040,0.7,0.011
17,78,43,0.029,0.041,0.9,0.012
18,93,47,0.030,0.038,1.0,0.013
19,87,46,0.022,0.046,1.1,0.013
20,88,48,0.016,0.052,1.3,0.013
21,109,59,0.008,0.060,1.5,0.012
22,131,71,0.007,0.057,1.5,0.011
23,121,66,0.010,0.053,1.5,0.010
0,107,58,0.022,0.036,1.2,0.013
1,83,45,0.025,0.031,1.1,0.014
2,85,45,0.031,0.026,1.1,0.014
3,86,47,0.033,0.024,1.0,0.013
4,86,49,0.032,0.025,1.0,0.013
5,89,49,0.029,0.028,1.0,0.013
6,84,51,0.021,0.034,1.1,0.012
7,111,49,0.011,0.046,1.1,0.012
8,108,61,0.004,0.056,1.2,0.012
9,118,61,0.006,0.056,1.2,0.012
10,106,57,0.010,0.052,1.3,0.014
11,106,59,0.019,0.044,1.2,0.014
12,104,50,0.020,0.044,1.2,0.014
13,104,49,0.029,0.036,1.1,0.015
14,109,55,0.034,0.035,1.0,0.014
15,105,52,0.038,0.032,0.9,0.013
16,95,35,0.046,0.025,0.7,0.012
17,89,41,0.040,0.030,0.8,0.011
18,81,47,0.029,0.038,0.8,0.010
19,78,42,0.025,0.043,0.8,0.010
20,71,36,0.018,0.049,0.8,0.010
21,74,34,0.014,0.052,0.9,0.010
22,75,36,0.022,0.043,0.8,0.010
23,64,32,0.023,0.041,0.8,0.009
0,60,34,0.029,0.034,0.7,0.009
1,59,30,0.038,0.023,0.7,0.009
2,58,32,0.034,0.025,0.7,0.009
3,61,29,0.034,0.023,0.7,0.008
4,57,29,0.033,0.023,0.7,0.008
5,59,29,0.027,0.027,0.7,0.008
6,54,30,0.017,0.037,0.7,0.008
7,55,26,0.005,0.051,0.8,0.008
8,58,29,0.002,0.063,1.1,0.008
9,61,25,0.003,0.075,1.4,0.009
10,54,27,0.006,0.058,1.0,0.012
11,58,29,0.011,0.045,0.8,0.009
12,41,19,0.013,0.044,0.7,0.010
13,40,13,0.015,0.044,0.7,0.011
14,63,28,0.013,0.051,0.7,0.011
15,73,37,0.015,0.048,0.7,0.010
16,49,22,0.021,0.036,0.5,0.009
17,46,22,0.017,0.041,0.5,0.009
18,39,21,0.015,0.041,0.5,0.008
19,37,15,0.009,0.046,0.6,0.007
20,38,16,0.003,0.053,0.7,0.007
21,46,17,0.002,0.059,0.8,0.008
22,44,20,0.003,0.061,0.9,0.008
23,39,17,0.002,0.060,0.9,0.008
0,39,19,0.003,0.059,0.8,0.008
1,37,18,0.003,0.058,0.8,0.008
2,34,13,0.003,0.057,0.8,0.008
3,33,18,0.003,0.054,0.8,0.007
4,33,15,0.008,0.045,0.9,0.007
5,34,13,0.002,0.056,1.2,0.007
6,41,20,0.002,0.059,1.2,0.007
7,41,22,0.003,0.066,1.4,0.008
8,49,21,0.002,0.072,1.6,0.009
9,56,25,0.003,0.073,1.7,0.009
10,57,30,0.003,0.073,1.8,0.010
11,53,25,0.005,0.062,1.2,0.010
12,36,17,0.015,0.041,0.7,0.010
13,30,14,0.023,0.033,0.7,0.011
14,44,24,0.019,0.040,0.6,0.011
15,40,21,0.029,0.028,0.6,0.011
16,39,20,0.028,0.029,0.6,0.010
17,43,20,0.028,0.031,0.6,0.010
18,44,20,0.023,0.037,0.6,0.009
19,43,23,0.024,0.035,0.6,0.009
20,38,21,0.016,0.042,0.6,0.008
21,39,18,0.017,0.041,0.7,0.008
22,65,36,0.024,0.028,0.8,0.007
23,66,33,0.029,0.020,0.6,0.007
0,43,11,0.027,0.018,0.5,0.006
1,48,5,0.029,0.014,0.4,0.006
2,70,6,0.032,0.012,0.4,0.006
3,86,9,0.032,0.011,0.4,0.006
4,100,8,0.032,0.010,0.3,0.006
5,117,17,0.032,0.009,0.3,0.005
6,144,21,0.029,0.012,0.3,0.005
7,139,18,0.027,0.013,0.3,0.005
8,147,16,0.027,0.013,0.3,0.005
9,159,18,0.025,0.014,0.4,0.006
10,154,20,0.026,0.013,0.4,0.006
11,146,22,0.027,0.012,0.4,0.005
12,146,19,0.028,0.012,0.4,0.005
13,141,21,0.029,0.012,0.4,0.005
14,127,24,0.029,0.013,0.4,0.005
15,126,22,0.030,0.013,0.4,0.005
16,115,20,0.031,0.013,0.4,0.005
17,100,15,0.029,0.013,0.4,0.005
18,84,15,0.027,0.015,0.4,0.005
19,73,11,0.028,0.014,0.4,0.005
20,62,12,0.026,0.015,0.4,0.005
21,60,6,0.026,0.015,0.4,0.005
22,60,13,0.024,0.016,0.4,0.005
23,42,8,0.024,0.016,0.5,0.007
0,41,12,0.023,0.016,0.5,0.007
1,37,9,0.024,0.015,0.5,0.007
2,32,7,0.025,0.014,0.5,0.007
3,36,15,0.025,0.014,0.5,0.008
4,33,9,0.025,0.013,0.5,0.008
5,31,9,0.024,0.014,0.5,0.008
6,33,11,0.020,0.018,0.5,0.008
7,32,9,0.016,0.022,0.5,0.008
8,33,11,0.010,0.028,0.6,0.008
9,33,10,0.009,0.031,0.7,0.008
10,31,11,0.011,0.032,0.6,0.008
11,39,17,0.009,0.038,0.8,0.007
12,37,12,0.009,0.039,0.9,0.008
13,35,15,0.014,0.035,0.7,0.009
14,35,13,0.024,0.024,0.6,0.007
15,37,7,0.020,0.028,0.6,0.006
16,33,10,0.015,0.034,0.7,0.006
17,31,9,0.012,0.037,0.7,0.006
18,27,13,0.009,0.038,0.7,0.006
19,29,10,0.008,0.041,0.7,0.006
20,35,11,0.007,0.043,0.8,0.006
21,64,35,0.007,0.043,0.8,0.007
22,69,31,0.006,0.044,0.8,0.007
23,73,34,0.010,0.041,0.8,0.008
0,73,34,0.005,0.048,0.9,0.008
1,72,28,0.002,0.050,0.9,0.008
2,60,24,0.003,0.046,0.9,0.009
3,62,32,0.004,0.043,0.9,0.009
4,51,23,0.007,0.037,0.8,0.009
5,57,24,0.007,0.037,0.8,0.011
6,59,24,0.003,0.043,1.0,0.012
7,68,29,0.002,0.051,1.1,0.011
