날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,132,,0.003,0.084,1.3,0.010
2,120,,0.003,0.076,1.2,0.009
3,104,,0.007,0.060,0.9,0.009
4,87,,0.003,0.065,1.0,0.009
5,92,,0.004,0.059,0.9,0.009
6,103,,0.004,0.055,0.9,0.009
7,98,,0.003,0.057,1.0,0.009
8,88,,0.004,0.054,1.0,0.008
9,97,,0.006,0.052,1.0,0.009
10,96,,0.008,0.051,1.0,0.011
11,102,,0.010,0.054,1.0,0.014
12,106,,0.011,0.060,1.1,0.016
13,115,,0.012,0.061,1.1,0.015
14,117,,0.021,0.052,1.0,0.012
15,132,,0.025,0.038,0.7,0.009
16,80,,0.027,0.032,0.6,0.008
17,69,,0.030,0.030,0.6,0.008
18,73,,0.029,0.031,0.6,0.007
19,64,,0.028,0.031,0.6,0.007
20,68,,0.017,0.042,0.6,0.007
21,62,,0.020,0.037,0.5,0.010
22,55,,0.018,0.040,0.5,0.009
23,57,,0.011,0.046,0.6,0.007
0,66,,0.005,0.051,0.8,0.006
1,65,,0.010,0.042,0.7,0.006
2,50,,0.017,0.031,0.6,0.006
3,44,,0.014,0.035,0.7,0.005
4,34,,0.024,0.022,0.6,0.005
5,24,,0.024,0.022,0.6,0.005
6,19,,0.016,0.030,0.6,0.005
7,17,,0.009,0.037,0.7,0.005
8,16,,0.007,0.039,0.7,0.005
9,11,,0.007,0.043,0.8,0.005
10,17,,0.020,0.029,0.6,0.006
11,11,,0.029,0.020,0.5,0.007
12,11,,0.038,0.012,0.4,0.006
13,20,,0.040,0.011,0.4,0.005
14,25,,0.040,0.011,0.3,0.005
15,36,,0.043,0.010,0.3,0.005
16,34,,0.043,0.013,0.3,0.005
17,34,,0.044,0.013,0.4,0.006
18,36,,0.040,0.017,0.4,0.006
19,38,,0.032,0.027,0.5,0.007
20,39,,0.022,0.036,0.5,0.007
21,30,,0.022,0.035,0.5,0.006
22,41,,0.034,0.021,0.5,0.006
23,36,,0.040,0.014,0.4,0.006
0,32,,0.033,0.021,0.6,0.006
1,31,,0.020,0.035,0.7,0.006
2,37,,0.019,0.034,0.6,0.006
3,33,,0.021,0.030,0.6,0.006
4,29,,0.019,0.031,0.6,0.005
5,33,,0.006,0.042,0.8,0.005
6,39,,0.003,0.049,0.9,0.005
7,37,,0.003,0.055,0.9,0.006
8,37,,0.003,0.061,1.0,0.006
9,44,,0.005,0.055,1.0,0.006
10,47,,0.009,0.051,1.0,0.007
11,42,,0.009,0.052,0.9,0.007
12,43,,0.013,0.046,0.8,0.006
13,36,,0.016,0.047,0.7,0.007
14,56,,0.021,0.047,0.7,0.012
15,74,,0.024,0.048,0.8,0.015
16,83,,0.032,0.048,0.7,0.017
17,73,,0.036,0.041,0.6,0.016
18,83,,0.040,0.033,0.5,0.014
19,81,,0.032,0.042,0.6,0.014
20,76,,0.015,0.063,0.7,0.014
21,102,,0.005,0.079,0.9,0.015
22,102,,0.003,0.084,1.0,0.015
23,99,,0.004,0.080,1.0,0.016
0,97,,0.006,0.080,1.0,0.017
1,96,,0.003,0.082,1.1,0.015
2,83,,0.003,0.079,1.3,0.013
3,75,,0.003,0.077,1.2,0.012
4,71,,0.003,0.075,1.2,0.011
5,64,,0.003,0.073,1.2,0.011
6,64,,0.003,0.076,1.4,0.010
7,65,,0.003,0.079,1.6,0.010
8,71,,0.003,0.086,1.8,0.011
9,80,,0.004,0.088,1.9,0.012
10,108,,0.004,0.087,1.8,0.014
11,101,,0.006,0.078,1.3,0.018
12,,,,,,
13,,,,,,
14,,,,,,
15,,,,,,
16,,,,,,
17,,,,,,
18,59,,0.045,0.031,0.2,0.010
19,60,,0.040,0.040,0.2,0.011
20,69,,0.026,0.056,0.3,0.012
21,83,,0.024,0.056,0.4,0.010
22,88,,0.021,0.056,0.4,0.008
23,79,,0.041,0.032,0.3,0.007
0,67,,0.044,0.023,0.3,0.007
1,72,,0.038,0.019,0.4,0.007
2,59,,0.036,0.015,0.4,0.008
3,48,,0.038,0.013,0.3,0.007
4,32,,0.037,0.013,0.3,0.007
5,22,,0.035,0.015,0.2,0.006
6,20,,0.034,0.016,0.3,0.006
7,19,,0.032,0.017,0.2,0.006
8,18,,0.029,0.020,0.3,0.006
9,26,,0.026,0.024,0.4,0.007
10,30,,0.029,0.022,0.4,0.008
11,32,,0.034,0.018,0.3,0.007
12,29,,0.038,0.014,0.3,0.006
13,29,,0.040,0.012,0.2,0.006
14,39,,0.039,0.012,0.2,0.005
15,36,,0.040,0.012,0.2,0.005
16,32,,0.041,0.012,0.2,0.005
17,34,,0.037,0.014,0.2,0.005
18,34,,0.037,0.015,0.2,0.005
19,24,,0.035,0.017,0.2,0.005
20,22,,0.033,0.020,0.3,0.006
21,22,,0.034,0.020,0.3,0.007
