날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,28,18,0.031,0.032,0.4,0.003
2,28,18,0.017,0.043,0.6,0.002
3,32,22,0.012,0.042,0.7,0.003
4,32,20,0.012,0.040,0.6,0.003
5,33,21,0.006,0.043,0.7,0.003
6,36,23,0.004,0.046,0.7,0.003
7,35,23,0.008,0.041,0.8,0.003
8,39,23,0.012,0.046,0.7,0.003
9,43,23,0.019,0.048,0.6,0.004
10,40,21,0.025,0.052,0.6,0.004
11,40,21,0.047,0.037,0.5,0.003
12,32,17,0.075,0.015,0.4,0.003
13,35,20,0.085,0.021,0.4,0.003
14,36,20,0.086,0.015,0.4,0.003
15,26,15,0.087,0.015,0.4,0.003
16,34,18,0.090,0.016,0.4,0.003
17,33,18,0.084,0.017,0.3,0.003
18,30,16,0.077,0.021,0.4,0.003
19,28,14,0.072,0.022,0.4,0.003
20,26,16,0.052,0.038,0.5,0.003
21,46,19,0.031,0.058,0.5,0.003
22,36,18,0.027,0.058,0.6,0.004
23,34,21,0.006,0.080,0.7,0.004
0,40,24,0.004,0.077,0.7,0.004
1,41,25,0.004,0.071,0.7,0.005
2,54,27,0.003,0.068,0.7,0.005
3,70,31,0.008,0.056,0.7,0.006
4,50,33,0.020,0.038,0.6,0.006
5,54,35,0.017,0.038,0.6,0.006
6,50,34,0.015,0.039,0.7,0.007
7,50,36,0.019,0.040,0.6,0.008
8,54,37,0.019,0.046,0.6,0.009
9,54,37,0.028,0.048,0.6,0.008
10,38,22,0.044,0.040,0.5,0.006
11,32,18,0.055,0.038,0.5,0.005
12,39,22,0.059,0.037,0.5,0.005
13,35,19,0.067,0.029,0.4,0.004
14,29,15,0.073,0.018,0.3,0.004
15,25,14,0.079,0.016,0.3,0.003
16,24,11,0.072,0.017,0.3,0.003
17,24,12,0.069,0.017,0.3,0.003
18,25,11,0.061,0.020,0.3,0.003
19,24,11,0.060,0.022,0.3,0.003
20,26,13,0.056,0.025,0.3,0.003
21,23,13,0.046,0.030,0.4,0.003
22,,14,0.033,0.040,0.4,0.003
23,44,15,0.022,0.049,0.5,0.003
0,27,18,0.017,0.051,0.5,0.003
1,28,19,0.004,0.066,0.6,0.004
2,30,21,0.006,0.059,0.6,0.004
3,33,23,0.005,0.056,0.6,0.004
4,39,26,0.004,0.053,0.6,0.004
5,34,25,0.005,0.046,0.6,0.004
6,31,22,0.006,0.043,0.6,0.003
7,29,19,0.006,0.044,0.5,0.004
8,32,17,0.012,0.041,0.6,0.003
9,29,18,0.022,0.040,0.5,0.004
10,27,15,0.039,0.033,0.5,0.003
11,24,12,0.057,0.020,0.4,0.003
12,25,16,0.061,0.026,0.5,0.003
13,30,19,0.081,0.017,0.4,0.003
14,28,20,0.093,0.011,0.3,0.003
15,26,17,0.087,0.013,0.3,0.002
16,26,17,0.095,0.011,0.3,0.003
17,32,20,0.091,0.013,0.3,0.003
18,29,19,0.078,0.012,0.3,0.003
19,25,14,0.074,0.015,0.3,0.003
20,27,18,0.065,0.021,0.4,0.002
21,29,21,0.062,0.022,0.4,0.003
22,26,18,0.051,0.027,0.4,0.003
23,27,18,0.032,0.038,0.5,0.003
0,41,20,0.021,0.047,0.6,0.002
1,34,22,0.022,0.044,0.6,0.002
2,28,19,0.021,0.040,0.5,0.002
3,29,21,0.017,0.041,0.5,0.003
4,31,21,0.012,0.043,0.5,0.003
5,32,22,0.007,0.048,0.6,0.004
6,34,23,0.008,0.046,0.5,0.005
7,35,22,0.006,0.050,0.6,0.004
8,35,23,0.009,0.053,0.6,0.005
9,40,24,0.013,0.056,0.6,0.005
10,38,22,0.017,0.058,0.6,0.005
11,45,29,0.041,0.047,0.6,0.008
12,48,30,0.062,0.034,0.7,0.011
13,48,30,0.078,0.021,0.4,0.008
14,33,23,0.074,0.022,0.3,0.005
15,40,25,0.060,0.022,0.4,0.005
16,33,23,0.050,0.018,0.3,0.004
17,33,24,0.044,0.022,0.3,0.005
18,36,26,0.039,0.027,0.4,0.005
19,32,24,0.031,0.036,0.4,0.004
20,30,21,0.027,0.038,0.4,0.003
21,36,21,0.021,0.038,0.4,0.003
22,51,25,0.010,0.042,0.4,0.004
23,52,25,0.008,0.040,0.4,0.004
0,52,25,0.025,0.018,0.3,0.003
1,34,24,0.038,0.007,0.3,0.003
2,29,22,0.037,0.008,0.3,0.004
3,30,21,0.031,0.013,0.3,0.004
4,31,22,0.027,0.015,0.4,0.003
5,32,21,0.019,0.019,0.4,0.003
6,28,21,0.015,0.022,0.4,0.003
7,29,20,0.011,0.032,0.4,0.003
8,38,22,0.013,0.032,0.5,0.003
9,38,23,0.016,0.037,0.5,0.004
10,30,20,0.026,0.035,0.6,0.004
11,33,24,0.028,0.045,0.5,0.004
12,33,22,0.042,0.035,0.4,0.004
13,34,23,0.054,0.031,0.5,0.004
14,38,28,0.068,0.033,0.4,0.004
15,46,32,0.092,0.036,0.5,0.005
16,60,43,0.121,0.028,0.5,0.006
17,54,40,0.096,0.026,0.4,0.006
18,51,36,0.074,0.028,0.5,0.008
19,55,32,0.061,0.030,0.5,0.008
20,54,31,0.054,0.027,0.4,0.006
21,34,26,0.043,0.030,0.4,0.005
22,36,27,0.039,0.029,0.4,0.005
23,37,27,0.028,0.034,0.4,0.005
0,37,26,0.024,0.033,0.4,0.004
1,37,22,0.022,0.032,0.4,0.004
2,33,23,0.026,0.024,0.4,0.004
3,30,23,0.031,0.020,0.4,0.004
4,29,22,0.035,0.015,0.4,0.004
5,30,21,0.026,0.020,0.4,0.003
6,27,20,0.016,0.025,0.4,0.003
7,29,20,0.022,0.023,0.4,0.003
8,36,25,0.021,0.028,0.4,0.004
9,44,29,0.020,0.034,0.4,0.005
10,45,29,0.028,0.033,0.4,0.005
11,44,33,0.038,0.025,0.4,0.006
