날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,77,63,0.002,0.068,1.3,0.006
2,76,63,0.002,0.066,1.4,0.006
3,73,57,0.002,0.063,1.2,0.005
4,67,55,0.002,0.053,1.1,0.005
5,66,54,0.002,0.051,1.1,0.004
6,66,55,0.002,0.050,1.1,0.004
7,70,56,0.002,0.050,1.1,0.005
8,69,58,0.002,0.050,1.0,0.004
9,70,55,0.002,0.046,0.9,0.005
10,73,55,0.002,0.046,0.9,0.005
11,77,61,0.003,0.046,0.9,0.005
12,82,68,0.003,0.052,1.0,0.005
13,92,76,0.004,0.059,1.0,0.005
14,95,77,0.004,0.061,1.0,0.006
15,90,71,0.010,0.052,0.7,0.007
16,82,62,0.009,0.054,0.7,0.007
17,82,61,0.006,0.058,0.7,0.007
18,87,66,0.002,0.068,0.9,0.006
19,94,70,0.002,0.069,1.1,0.006
20,95,72,0.002,0.065,1.0,0.006
21,94,73,0.002,0.058,1.0,0.006
22,92,71,0.002,0.057,0.9,0.005
23,91,73,0.002,0.059,1.0,0.005
0,94,70,0.002,0.059,1.0,0.005
1,92,71,0.002,0.056,,0.005
2,91,73,0.002,0.057,1.1,0.005
3,92,72,0.002,0.054,1.0,0.005
4,90,71,0.002,0.052,0.9,0.005
5,87,72,0.002,0.053,1.0,0.005
6,89,74,0.002,0.053,1.0,0.005
7,89,69,0.002,0.054,1.0,0.005
8,86,67,0.002,0.056,1.1,0.005
9,84,68,0.002,0.061,1.3,0.005
10,86,66,0.002,0.060,1.4,0.005
11,72,53,0.004,0.053,0.6,0.005
12,71,52,0.007,0.056,0.7,0.005
13,80,59,0.028,0.037,0.6,0.005
14,98,75,0.037,0.032,0.7,0.006
15,115,87,0.042,0.027,0.8,0.006
16,128,93,0.041,0.030,0.9,0.006
17,138,102,0.040,0.032,0.9,0.007
18,146,107,0.033,0.038,0.9,0.007
19,152,112,0.023,0.047,0.9,0.006
20,154,115,0.023,0.045,0.9,0.006
21,144,107,0.023,0.041,0.9,0.006
22,139,104,0.016,0.044,0.9,0.005
23,137,104,0.032,0.028,0.9,0.007
0,139,103,0.040,0.020,0.9,0.007
1,141,105,0.032,0.026,0.9,0.007
2,139,100,0.030,0.026,0.9,0.006
3,127,89,0.029,0.024,0.9,0.006
4,110,78,0.028,0.023,0.8,0.005
5,93,67,0.023,0.029,0.7,0.005
6,90,63,0.017,0.035,0.8,0.005
7,86,59,0.010,0.045,0.7,0.005
8,76,52,0.005,0.051,0.8,0.005
9,73,48,0.011,0.046,0.7,0.005
10,78,51,0.005,0.057,0.9,0.005
11,81,54,0.008,0.054,0.8,0.005
12,81,56,0.007,0.063,0.9,0.005
13,76,53,0.012,0.054,0.7,0.006
14,76,54,0.010,0.058,0.7,0.005
15,75,50,0.023,0.039,0.5,0.005
16,55,35,0.023,0.038,0.4,0.005
17,46,31,0.018,0.042,0.4,0.005
18,39,23,0.008,0.054,0.4,0.004
19,36,20,0.002,0.063,0.5,0.004
20,36,22,0.001,0.066,0.5,0.004
21,34,20,0.002,0.069,0.6,0.004
22,34,21,0.002,0.072,0.7,0.005
23,34,22,0.002,0.071,0.7,0.006
0,34,22,0.002,0.073,0.9,0.006
1,36,22,0.002,0.071,0.9,0.006
2,33,25,0.002,0.068,0.9,0.005
3,31,21,0.002,0.066,0.9,0.005
4,31,21,0.002,0.064,0.9,0.005
5,33,23,0.002,0.063,0.9,0.005
6,35,24,0.002,0.062,0.9,0.005
7,39,27,0.002,0.066,1.0,0.006
8,40,30,0.002,0.068,1.2,0.006
9,44,31,0.002,0.075,1.5,0.006
10,53,36,0.003,0.076,1.6,0.006
11,74,53,0.015,0.047,0.9,0.006
12,83,57,0.023,0.040,0.8,0.006
13,82,56,0.010,0.061,0.9,0.006
14,80,56,0.017,0.050,0.7,0.005
15,67,47,0.030,0.032,0.6,0.005
16,52,34,0.032,0.027,0.5,0.004
17,52,32,0.027,0.032,0.5,0.004
18,53,33,0.019,0.041,0.6,0.004
19,50,32,0.012,0.048,0.6,0.004
20,51,35,0.004,0.060,0.7,0.005
21,54,34,0.003,0.060,0.7,0.005
22,50,33,0.002,0.059,0.8,0.004
23,50,33,0.002,0.060,0.8,0.004
0,50,30,0.002,0.064,0.9,0.005
1,53,36,0.002,0.066,1.0,0.005
2,51,36,0.002,0.060,1.0,0.004
3,51,33,0.002,0.054,0.9,0.004
4,53,35,0.002,0.051,0.9,0.005
5,54,36,0.003,0.046,0.8,0.005
6,56,37,0.002,0.050,0.9,0.005
7,58,39,0.002,0.052,1.0,0.005
8,54,37,0.002,0.053,0.9,0.005
9,48,36,0.003,0.053,0.9,0.005
10,51,36,0.004,0.052,0.9,0.005
11,51,34,0.007,0.048,0.7,0.005
12,42,29,0.006,0.051,0.7,0.005
13,40,26,0.010,0.043,0.6,0.004
14,25,14,0.014,0.037,0.5,0.003
15,18,9,0.017,0.031,0.4,0.003
16,17,10,0.014,0.035,0.4,0.003
17,16,7,0.015,0.035,0.4,0.003
18,17,10,0.013,0.037,0.4,0.003
19,16,9,0.010,0.041,0.4,0.003
20,19,13,0.012,0.037,0.4,0.003
21,16,12,0.012,0.037,0.4,0.003
22,9,8,0.009,0.039,0.4,0.003
23,8,7,0.011,0.037,0.3,0.003
0,9,6,0.014,0.031,0.3,0.003
1,8,6,0.021,0.024,0.3,0.003
2,6,7,0.025,0.019,0.3,0.003
3,5,4,0.027,0.015,0.2,0.003
4,6,3,0.027,0.015,0.2,0.003
5,8,6,0.026,0.017,0.2,0.003
6,7,6,0.020,0.025,0.2,0.003
7,6,4,0.011,0.036,0.4,0.003
8,8,7,0.004,0.047,0.6,0.003
9,11,7,0.004,0.047,0.6,0.003
10,12,7,0.006,0.046,0.6,0.003
11,15,9,0.007,0.046,0.6,0.003
12,17,12,0.010,0.043,0.4,0.004
13,16,10,0.014,0.036,0.4,0.004
14,22,12,0.015,0.034,0.4,0.003
15,21,15,0.016,0.035,0.4,0.003
16,22,18,0.021,0.033,0.3,0.003
17,,,,,,
18,,,,0.043,,
19,27,21,0.002,0.058,0.5,0.003
20,44,34,0.002,0.062,0.6,0.004
21,40,31,0.002,0.059,0.6,0.004
22,36,27,0.002,0.056,0.6,0.004
23,34,30,0.002,0.062,0.8,0.004
0,34,29,0.002,0.064,0.9,0.004
1,36,26,0.002,0.060,0.9,0.004
2,33,26,0.002,0.052,0.8,0.004
3,35,27,0.002,0.052,0.9,0.004
4,38,29,0.002,0.051,0.8,0.003
5,37,27,0.002,0.051,0.9,0.004
6,38,30,0.002,0.051,1.0,0.004
7,41,31,0.002,0.054,0.9,0.004
8,45,34,0.002,0.053,1.0,0.005
9,50,39,0.002,0.049,0.9,0.005
10,50,40,0.003,0.052,1.0,0.005
11,54,43,0.005,0.045,0.7,0.004
12,49,38,0.005,0.048,0.6,0.004
13,60,44,0.010,0.047,0.6,0.004
14,61,48,0.010,0.054,0.6,0.004
15,70,56,0.007,0.061,0.6,0.004
16,75,61,0.007,0.064,0.6,0.004
17,75,60,0.008,0.059,0.5,0.004
18,68,53,0.004,0.062,0.5,0.004
19,55,45,0.002,0.064,0.6,0.004
20,51,43,0.002,0.064,0.7,0.004
21,56,47,0.002,0.063,0.8,0.004
22,56,44,0.002,0.066,1.0,0.004
23,57,43,0.002,0.064,0.9,0.005
0,50,38,0.002,0.057,0.7,0.004
1,45,36,0.002,0.058,0.8,0.004
2,40,31,0.002,0.053,0.7,0.004
3,34,27,0.009,0.042,0.5,0.004
4,32,25,0.003,0.052,0.6,0.003
5,32,24,0.006,0.046,0.6,0.004
6,31,24,0.008,0.040,0.5,0.004
7,30,23,0.005,0.045,0.5,0.004
8,29,23,0.003,0.048,0.5,0.003
9,26,23,0.006,0.045,0.5,0.004
10,25,19,0.015,0.033,0.4,0.003
11,24,17,0.020,0.032,0.4,0.003
12,23,17,0.022,0.029,0.4,0.003
13,23,17,0.022,0.031,0.4,0.003
14,23,15,0.023,0.030,0.4,0.003
15,26,20,0.017,0.036,0.4,0.003
16,33,22,0.016,0.036,0.4,0.003
17,31,22,0.017,0.035,0.4,0.003
18,27,20,0.012,0.042,0.4,0.003
19,27,20,0.018,0.034,0.4,0.003
20,24,18,0.025,0.023,0.4,0.003
21,26,22,0.022,0.024,0.4,0.003
22,34,29,0.022,0.023,0.5,0.003
23,34,28,0.025,0.018,0.4,0.003
0,35,29,0.027,0.019,0.4,0.003
1,39,34,0.029,0.018,0.4,0.003
2,40,33,0.031,0.014,0.4,0.003
3,42,34,0.033,0.013,0.4,0.003
4,43,36,0.033,0.013,0.4,0.003
5,45,41,0.032,0.014,0.5,0.003
6,44,37,0.035,0.014,0.5,0.004
7,42,35,0.031,0.018,0.5,0.004
8,45,38,0.026,0.024,0.6,0.004
9,64,58,0.019,0.029,1.0,0.006
10,91,84,0.020,0.027,1.2,0.008
11,88,77,0.021,0.028,1.1,0.007
12,83,73,0.023,0.025,1.0,0.007
13,78,70,0.029,0.022,0.8,0.006
14,71,61,0.034,0.018,0.6,0.005
15,61,51,0.037,0.017,0.5,0.005
16,54,42,0.035,0.020,0.5,0.005
17,52,41,0.033,0.021,0.5,0.005
18,53,40,0.031,0.023,0.4,0.005
19,46,39,0.025,0.029,0.4,0.005
20,46,37,0.022,0.032,0.4,0.005
21,47,37,0.025,0.024,0.4,0.005
22,46,37,0.030,0.016,0.4,0.005
23,46,40,0.022,0.025,0.4,0.005
0,44,37,0.020,0.026,0.4,0.004
1,43,30,0.022,0.023,0.4,0.004
2,38,29,0.026,0.018,0.3,0.004
3,33,23,0.031,0.012,0.3,0.004
4,34,20,0.028,0.014,0.3,0.004
5,35,19,0.025,0.016,0.3,0.003
6,34,19,0.023,0.018,0.3,0.003
7,35,17,0.014,0.028,0.3,0.004
8,35,17,0.003,0.044,0.4,0.004
9,30,16,0.007,0.043,0.4,0.004
10,31,13,0.015,0.031,0.3,0.004
11,31,16,0.023,0.021,0.4,0.004
12,33,20,0.020,0.025,0.4,0.004
13,31,18,0.030,0.014,0.3,0.004
14,33,17,0.032,0.012,0.3,0.003
15,35,14,0.034,0.012,0.2,0.003
16,32,11,0.033,0.012,0.2,0.003
17,24,11,0.031,0.013,0.2,0.003
18,21,12,0.027,0.017,0.3,0.003
19,22,12,0.021,0.023,0.3,0.003
20,20,13,0.024,0.018,0.3,0.003
21,18,11,0.024,0.016,0.2,0.003
22,22,12,0.022,0.017,0.3,0.003
23,23,13,0.021,0.016,0.3,0.003
0,22,11,0.020,0.017,0.3,0.003
1,18,9,0.024,0.014,0.3,0.003
2,17,9,0.025,0.012,0.3,0.003
3,18,11,0.025,0.011,0.3,0.003
4,18,10,0.025,0.011,0.3,0.003
5,16,8,0.023,0.014,0.3,0.003
6,16,9,0.019,0.017,0.3,0.003
