날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,47,35,0.006,0.067,0.5,0.007
2,45,32,0.005,0.065,0.6,0.006
3,45,32,0.003,0.065,0.6,0.006
4,42,33,0.002,0.064,0.6,0.005
5,47,35,0.002,0.071,0.8,0.005
6,49,34,0.002,0.071,0.9,0.006
7,51,38,0.002,0.071,0.9,0.006
8,53,36,0.002,0.072,0.9,0.006
9,59,40,0.003,0.074,0.9,0.006
10,65,46,0.003,0.080,1.0,0.007
11,77,52,0.008,0.071,0.7,0.006
12,63,43,0.016,0.064,0.6,0.007
13,68,52,0.020,0.061,0.7,0.009
14,71,52,0.039,0.045,0.6,0.008
15,79,60,0.054,0.033,0.5,0.006
16,74,56,0.050,0.033,0.4,0.006
17,70,48,0.047,0.028,0.3,0.006
18,53,38,0.040,0.030,0.4,0.004
19,47,38,0.036,0.033,0.4,0.004
20,50,43,0.027,0.042,0.4,0.003
21,51,47,0.016,0.055,0.5,0.003
22,50,47,0.020,0.044,0.5,0.003
23,53,47,0.031,0.032,0.4,0.003
0,47,43,0.025,0.033,0.4,0.003
1,49,45,0.026,0.034,0.5,0.003
2,52,48,0.037,0.020,0.4,0.003
3,39,36,0.046,0.013,0.4,0.003
4,28,27,0.048,0.014,0.4,0.003
5,35,33,0.046,0.014,0.4,0.003
6,34,30,0.036,0.017,0.5,0.003
7,40,34,0.022,0.025,0.5,0.003
8,36,25,0.015,0.030,0.4,0.003
9,30,20,0.019,0.028,0.4,0.003
10,28,15,0.020,0.026,0.4,0.003
11,33,18,0.024,0.024,0.4,0.004
12,32,19,0.027,0.022,0.4,0.003
13,31,20,0.031,0.019,0.3,0.004
14,32,19,0.035,0.017,0.3,0.003
15,30,19,0.038,0.017,0.3,0.003
16,27,16,0.041,0.016,0.3,0.003
17,29,17,0.034,0.024,0.3,0.003
18,28,17,0.032,0.024,0.3,0.003
19,28,17,0.034,0.021,0.3,0.003
20,24,14,0.032,0.023,0.3,0.003
21,25,12,0.028,0.028,0.3,0.003
22,22,11,0.025,0.031,0.3,0.003
23,24,12,0.021,0.033,0.3,0.003
0,22,11,0.018,0.036,0.3,0.003
1,22,12,0.018,0.034,0.4,0.003
2,22,11,0.019,0.033,0.3,0.003
3,26,14,0.020,0.030,0.3,0.003
4,24,13,0.021,0.029,0.4,0.003
5,22,15,0.015,0.033,0.4,0.003
6,23,12,0.002,0.050,0.5,0.003
7,30,14,0.002,0.056,0.6,0.003
8,32,15,0.002,0.061,0.8,0.004
9,39,20,0.003,0.063,0.9,0.004
10,42,22,0.005,0.057,0.8,0.005
11,48,24,0.010,0.050,0.6,0.005
12,45,22,0.018,0.044,0.6,0.006
13,48,26,0.025,0.040,0.5,0.006
14,51,28,0.033,0.033,0.4,0.006
15,51,30,0.040,0.025,0.4,0.006
16,50,28,0.043,0.026,0.4,0.006
17,55,29,0.040,0.029,0.4,0.006
18,50,26,0.037,0.033,0.4,0.005
19,47,25,0.033,0.036,0.4,0.005
20,45,24,0.022,0.049,0.4,0.005
21,40,23,0.014,0.057,0.5,0.004
22,40,23,0.007,0.066,0.5,0.004
23,42,25,0.003,0.070,0.6,0.004
0,44,26,0.002,0.074,0.8,0.004
