날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,33,19,0.003,0.050,0.9,0.004
2,31,19,0.010,0.034,0.7,0.004
3,35,23,0.008,0.034,0.7,0.004
4,36,23,0.007,0.036,0.6,0.003
5,38,22,0.003,0.041,0.7,0.004
6,35,24,0.003,0.038,0.8,0.003
7,31,24,0.002,0.042,0.8,0.003
8,29,19,0.002,0.051,0.9,0.004
9,30,19,0.005,0.046,0.9,0.004
10,30,18,0.007,0.044,0.9,0.004
11,45,31,0.006,0.057,1.0,0.005
12,46,33,0.010,0.044,0.7,0.005
13,40,28,0.018,0.033,0.6,0.005
14,34,24,0.034,0.017,0.4,0.004
15,30,20,0.037,0.014,0.4,0.004
16,25,16,0.032,0.019,0.4,0.004
17,26,18,0.033,0.019,0.4,0.004
18,30,19,0.027,0.026,0.5,0.004
19,30,16,0.020,0.032,0.5,0.004
20,31,19,0.017,0.035,0.5,0.004
21,35,23,0.004,0.052,0.6,0.004
22,36,25,0.003,0.053,0.7,0.004
23,37,27,0.003,0.052,0.7,0.004
0,34,24,0.004,0.049,0.7,0.004
1,32,24,0.002,0.050,0.8,0.003
2,30,22,0.002,0.051,0.9,0.004
3,30,24,0.002,0.052,1.0,0.003
4,31,23,0.002,0.052,1.0,0.003
5,31,24,0.002,0.055,1.1,0.003
6,32,24,0.002,0.056,1.1,0.004
7,36,25,0.002,0.059,1.1,0.004
8,35,24,0.002,0.058,1.1,0.004
9,41,30,0.002,0.068,1.4,0.005
10,57,41,0.004,0.068,1.5,0.006
11,70,52,0.005,0.066,1.4,0.005
12,69,55,0.005,0.069,1.3,0.005
13,75,56,0.006,0.067,1.2,0.006
14,70,51,0.013,0.048,0.8,0.006
15,61,41,0.019,0.040,0.6,0.005
16,49,31,0.024,0.033,0.5,0.004
17,42,28,0.025,0.031,0.5,0.004
18,38,23,0.016,0.042,0.5,0.004
19,47,32,0.007,0.051,0.6,0.004
20,50,31,0.002,0.058,0.8,0.004
21,56,36,0.006,0.051,0.7,0.005
22,46,26,0.022,0.030,0.6,0.004
23,41,26,0.016,0.038,0.7,0.004
0,43,27,0.003,0.056,0.8,0.004
1,44,29,0.011,0.041,0.7,0.004
2,48,32,0.014,0.033,0.7,0.003
3,46,38,0.027,0.014,0.6,0.003
4,53,31,0.029,0.012,0.6,0.003
5,62,28,0.028,0.012,0.5,0.004
6,36,22,0.026,0.013,0.5,0.004
7,33,21,0.022,0.018,0.5,0.004
8,32,21,0.017,0.023,0.4,0.004
9,33,19,0.016,0.024,0.4,0.004
10,32,17,0.020,0.019,0.4,0.004
11,33,23,0.029,0.013,0.4,0.004
12,30,18,0.029,0.014,0.4,0.004
13,27,15,0.033,0.010,0.4,0.004
14,24,14,0.034,0.011,0.4,0.003
15,24,17,0.033,0.012,0.4,0.003
16,25,13,0.034,0.011,0.3,0.003
17,25,11,0.030,0.015,0.3,0.003
18,20,11,0.026,0.019,0.3,0.003
19,22,11,0.030,0.013,0.3,0.003
20,21,11,0.030,0.013,0.3,0.003
21,19,9,0.030,0.012,0.4,0.003
22,22,14,0.029,0.013,0.4,0.003
23,24,16,0.027,0.015,0.4,0.004
0,24,16,0.024,0.017,0.4,0.003
1,24,17,0.021,0.019,0.4,0.004
2,25,17,0.023,0.017,0.4,0.004
3,27,20,0.027,0.013,0.4,0.004
4,25,17,0.029,0.011,0.4,0.004
5,26,18,0.027,0.012,0.4,0.004
6,26,20,0.026,0.012,0.5,0.004
7,30,21,0.022,0.015,0.5,0.004
8,32,26,0.018,0.019,0.5,0.004
9,36,30,0.022,0.017,0.5,0.004
10,38,30,0.028,0.012,0.5,0.004
11,42,35,0.033,0.009,0.5,0.004
12,40,34,0.032,0.013,0.5,0.004
13,39,33,0.035,0.012,0.5,0.004
14,36,29,0.035,0.012,0.4,0.004
15,36,31,0.035,0.012,0.4,0.003
16,30,24,0.035,0.012,0.4,0.003
17,24,17,0.035,0.010,0.3,0.003
18,19,13,0.030,0.015,0.3,0.003
19,17,12,0.029,0.015,0.3,0.003
20,14,8,0.029,0.014,0.3,0.002
21,13,8,0.030,0.013,0.3,0.002
22,17,11,0.029,0.014,0.4,0.003
23,25,16,0.027,0.014,0.4,0.003
0,22,16,0.025,0.017,0.4,0.003
1,25,16,0.022,0.019,0.5,0.004
2,21,17,0.023,0.018,0.4,0.003
3,24,18,0.025,0.015,0.4,0.003
4,20,16,0.026,0.015,0.4,0.003
5,21,17,0.025,0.016,0.4,0.004
6,19,15,0.021,0.019,0.5,0.004
7,18,13,0.015,0.026,0.5,0.004
8,21,15,0.008,0.035,0.6,0.004
9,20,15,0.009,0.037,0.6,0.004
10,21,14,0.018,0.025,0.5,0.004
11,22,17,0.029,0.014,0.4,0.003
12,17,11,0.031,0.012,0.4,0.003
13,17,11,0.031,0.012,0.4,0.003
14,20,11,0.034,0.009,0.4,0.003
15,23,14,0.035,0.009,0.3,0.003
16,21,12,0.032,0.014,0.3,0.002
17,25,14,0.030,0.016,0.4,0.003
18,23,13,0.029,0.017,0.4,0.003
19,26,13,0.028,0.018,0.4,0.003
20,26,12,0.027,0.018,0.4,0.003
21,25,19,0.029,0.015,0.4,0.003
22,30,20,0.028,0.016,0.4,0.003
23,33,24,0.026,0.019,0.4,0.004
0,29,22,0.022,0.023,0.4,0.003
1,29,23,0.024,0.020,0.4,0.003
2,26,19,0.032,0.010,0.4,0.004
3,26,20,0.032,0.009,0.4,0.004
4,29,20,0.032,0.009,0.4,0.004
5,30,22,0.029,0.012,0.4,0.004
6,26,20,0.028,0.013,0.4,0.003
7,24,20,0.022,0.019,0.5,0.003
8,23,19,0.019,0.024,0.5,0.003
9,26,17,0.020,0.022,0.5,0.003
10,23,16,0.027,0.015,0.4,0.004
11,28,21,0.028,0.014,0.4,0.004
12,23,18,0.028,0.016,0.4,0.003
13,22,18,0.033,0.011,0.4,0.003
14,21,14,0.034,0.011,0.4,0.003
15,24,17,0.033,0.012,0.4,0.003
16,23,15,0.031,0.014,0.4,0.003
17,25,14,0.030,0.016,0.4,0.003
18,27,15,0.024,0.022,0.4,0.003
19,29,17,0.024,0.020,0.4,0.003
20,28,18,0.026,0.017,0.4,0.004
21,28,18,0.029,0.013,0.4,0.003
22,27,18,0.023,0.019,0.5,0.004
23,32,24,0.023,0.019,0.5,0.004
0,32,22,0.027,0.015,0.5,0.004
1,34,21,0.022,0.020,0.5,0.004
2,32,22,0.025,0.016,0.5,0.004
3,33,23,0.029,0.013,0.5,0.004
4,30,21,0.022,0.019,0.5,0.003
5,34,21,0.018,0.024,0.5,0.004
6,30,22,0.012,0.032,0.5,0.003
7,31,23,0.003,0.047,0.7,0.003
8,35,25,0.002,0.054,0.9,0.004
9,42,30,0.003,0.057,1.0,0.004
10,43,30,0.005,0.055,1.1,0.005
11,50,41,0.008,0.048,0.8,0.004
12,34,25,0.022,0.026,0.5,0.003
13,24,17,0.022,0.028,0.5,0.003
14,28,17,0.024,0.026,0.5,0.003
15,34,23,0.027,0.025,0.5,0.003
16,33,24,0.026,0.028,0.4,0.003
17,36,25,0.023,0.030,0.4,0.003
18,35,24,0.015,0.039,0.5,0.004
19,33,23,0.007,0.046,0.5,0.004
20,31,19,0.006,0.046,0.5,0.004
21,32,20,0.008,0.043,0.5,0.004
22,31,22,0.003,0.051,0.7,0.004
23,34,26,0.003,0.053,0.8,0.004
