날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,34,19,0.020,0.020,0.5,0.004
2,27,14,0.024,0.016,0.4,0.004
3,26,14,0.018,0.022,0.4,0.004
4,26,15,0.010,0.030,0.5,0.004
5,28,16,0.011,0.029,0.6,0.004
6,29,17,0.012,0.027,0.5,0.004
7,28,16,0.009,0.030,0.5,0.004
8,27,14,0.009,0.032,0.5,0.004
9,27,14,0.005,0.037,0.6,0.004
10,25,12,0.018,0.024,0.4,0.004
11,31,16,0.020,0.023,0.5,0.005
12,30,17,0.025,0.018,0.5,0.004
13,24,13,0.030,0.011,0.4,0.004
14,31,17,0.025,0.018,0.5,0.004
15,41,23,0.028,0.017,0.5,0.005
16,42,21,0.026,0.019,0.5,0.005
17,40,21,0.026,0.019,0.5,0.006
18,37,19,0.016,0.028,0.5,0.006
19,39,22,0.009,0.037,0.6,0.008
20,38,21,0.002,0.047,0.7,0.007
21,38,21,0.002,0.047,0.7,0.006
22,38,20,0.002,0.049,0.7,0.005
23,41,23,0.001,0.053,0.9,0.006
0,37,22,0.002,0.050,0.9,0.005
1,40,24,0.002,0.050,0.9,0.005
2,36,22,0.002,0.048,0.9,0.005
3,37,24,0.002,0.047,0.9,0.005
4,36,22,0.002,0.051,1.0,0.005
5,40,26,0.002,0.054,1.2,0.005
6,42,26,0.002,0.055,1.3,0.005
7,44,28,0.002,0.057,1.3,0.005
8,41,26,0.002,0.059,1.5,0.005
9,44,29,0.002,0.068,2.0,0.006
10,45,30,0.002,0.068,1.5,0.006
11,44,27,0.009,0.037,0.7,0.005
12,37,22,0.014,0.030,0.6,0.005
13,34,20,0.021,0.023,0.5,0.005
14,30,18,0.026,0.016,0.4,0.004
15,26,14,0.027,0.015,0.4,0.005
16,25,14,0.026,0.017,0.4,0.004
17,21,12,0.022,0.020,0.4,0.004
18,22,12,0.018,0.027,0.4,0.004
19,20,11,0.010,0.035,0.4,0.003
20,21,11,0.019,0.023,0.4,0.003
21,19,12,0.019,0.021,0.4,0.004
22,19,12,0.018,0.020,0.4,0.004
23,25,15,0.018,0.020,0.5,0.004
0,23,15,0.026,0.010,0.4,0.005
1,31,18,0.024,0.012,0.4,0.005
2,27,18,0.020,0.014,0.5,0.004
3,28,19,0.020,0.014,0.5,0.005
4,29,18,0.021,0.013,0.5,0.005
5,34,18,0.020,0.013,0.5,0.005
6,33,18,0.015,0.020,0.6,0.005
7,32,20,0.010,0.024,0.5,0.005
8,35,19,0.004,0.032,0.7,0.005
9,39,21,0.004,0.033,0.7,0.005
10,35,18,0.011,0.026,0.6,0.005
11,36,21,0.017,0.020,0.5,0.005
12,35,19,0.020,0.019,0.5,0.005
13,29,17,0.023,0.016,0.4,0.005
14,30,17,0.024,0.017,0.4,0.005
15,26,16,0.026,0.015,0.4,0.005
16,24,14,0.028,0.016,0.4,0.004
17,25,16,0.026,0.018,0.4,0.004
18,26,15,0.015,0.029,0.4,0.004
19,26,16,0.013,0.030,0.5,0.004
20,25,16,0.013,0.030,0.5,0.004
21,23,15,0.012,0.030,0.5,0.004
22,26,16,0.016,0.024,0.5,0.004
23,29,19,0.021,0.017,0.5,0.004
0,27,18,0.025,0.013,0.4,0.004
1,30,18,0.016,0.024,0.5,0.004
2,29,16,0.017,0.022,0.5,0.004
3,30,17,0.019,0.019,0.5,0.004
4,29,16,0.022,0.016,0.5,0.004
5,29,18,0.022,0.015,0.5,0.004
6,28,14,0.025,0.012,0.4,0.004
7,29,13,0.015,0.023,0.4,0.004
8,28,16,0.005,0.035,0.5,0.004
9,31,16,0.004,0.038,0.7,0.004
10,31,17,0.007,0.035,0.7,0.005
11,37,24,0.008,0.039,0.8,0.005
12,38,23,0.008,0.042,0.8,0.005
13,43,27,0.007,0.044,0.9,0.005
14,43,28,0.007,0.045,0.8,0.005
15,50,32,0.006,0.046,0.8,0.005
16,46,29,0.005,0.045,0.7,0.005
17,53,32,0.004,0.043,0.6,0.005
18,48,32,0.002,0.047,0.6,0.005
19,48,33,0.002,0.046,0.7,0.005
20,47,31,0.002,0.047,0.8,0.005
21,49,33,0.002,0.046,0.7,0.005
22,44,28,0.002,0.045,0.8,0.005
23,45,29,0.002,0.046,0.8,0.005
0,44,30,0.002,0.045,0.9,0.005
1,48,33,0.002,0.044,0.9,0.005
2,45,30,0.002,0.044,0.9,0.005
3,50,33,0.002,0.044,0.9,0.005
4,49,34,0.002,0.045,0.9,0.005
5,50,36,0.002,0.048,1.0,0.005
6,46,34,0.002,0.044,0.9,0.004
7,48,36,0.001,0.041,0.8,0.004
8,48,32,0.002,0.045,0.9,0.005
9,53,35,0.002,0.045,0.9,0.005
10,47,29,0.004,0.044,0.7,0.005
11,46,31,0.006,0.045,0.8,0.006
12,50,34,0.007,0.047,0.8,0.006
13,58,40,0.006,0.055,0.9,0.007
14,70,49,0.007,0.052,0.8,0.006
15,67,50,0.012,0.042,0.6,0.007
16,43,27,0.023,0.029,0.5,0.005
17,30,18,0.023,0.027,0.4,0.005
18,34,22,0.017,0.033,0.5,0.005
19,39,28,0.010,0.041,0.6,0.004
20,42,28,0.006,0.046,0.7,0.004
21,45,29,0.003,0.050,0.8,0.004
22,44,30,0.002,0.054,0.8,0.005
23,48,33,0.002,0.051,0.7,0.005
0,49,34,0.006,0.042,0.7,0.005
1,53,34,0.017,0.027,0.7,0.005
2,45,31,0.022,0.021,0.6,0.004
3,46,30,0.023,0.021,0.6,0.004
4,41,29,0.015,0.028,0.6,0.004
5,42,28,0.019,0.023,0.6,0.004
6,37,26,0.012,0.031,0.7,0.004
7,42,27,0.007,0.037,0.9,0.004
8,36,26,0.008,0.035,0.7,0.004
9,35,26,0.007,0.038,0.7,0.005
10,32,21,0.012,0.031,0.7,0.006
11,36,27,0.022,0.021,0.6,0.006
12,33,22,0.023,0.022,0.6,0.006
13,34,22,0.020,0.027,0.6,0.005
14,33,22,0.026,0.023,0.5,0.005
15,38,26,0.026,0.027,0.6,0.005
16,35,24,0.028,0.024,0.5,0.004
17,35,24,0.021,0.029,0.5,0.005
18,33,20,0.012,0.039,0.5,0.004
19,38,25,0.011,0.041,0.6,0.004
20,38,27,0.004,0.051,0.7,0.004
21,41,31,0.002,0.053,0.8,0.004
22,39,27,0.002,0.054,0.8,0.005
23,43,29,0.002,0.053,0.9,0.004
0,40,28,0.003,0.052,0.9,0.004
1,41,29,0.001,0.054,1.0,0.004
2,38,28,0.002,0.050,0.9,0.004
3,41,30,0.002,0.053,1.1,0.004
4,41,29,0.002,0.049,1.0,0.004
5,41,31,0.002,0.049,1.1,0.004
6,42,30,0.002,0.046,1.0,0.004
7,45,31,0.002,0.046,0.9,0.004
8,42,32,0.002,0.046,1.0,0.004
9,46,36,0.003,0.044,0.9,0.004
10,43,32,0.007,0.042,1.0,0.005
11,46,33,0.009,0.040,0.8,0.004
12,44,33,0.008,0.044,0.8,0.005
13,46,39,0.007,0.047,0.8,0.005
14,49,36,0.006,0.049,0.8,0.005
15,54,40,0.006,0.051,0.9,0.005
16,53,41,0.005,0.051,0.8,0.004
17,57,40,0.003,0.051,0.8,0.005
18,52,39,0.002,0.051,0.8,0.005
19,51,37,0.002,0.050,0.8,0.004
20,49,36,0.002,0.051,0.8,0.004
21,52,38,0.002,0.054,1.0,0.005
22,49,40,0.002,0.053,0.9,0.004
23,53,39,0.002,0.054,0.9,0.005
0,47,36,0.002,0.056,1.0,0.005
1,52,43,0.002,0.057,1.1,0.005
2,50,39,0.002,0.058,1.2,0.005
3,56,42,0.002,0.054,1.1,0.005
4,50,38,0.002,0.050,0.9,0.004
5,52,40,0.002,0.050,0.9,0.004
6,43,36,0.002,0.046,0.9,0.005
7,44,37,0.002,0.051,1.1,0.006
8,48,39,0.002,0.053,1.1,0.006
9,60,44,0.002,0.060,1.4,0.006
10,70,54,0.002,0.056,1.3,0.006
11,67,53,0.002,0.052,0.9,0.006
12,61,47,0.004,0.050,0.8,0.005
13,63,49,0.005,0.056,0.9,0.006
14,68,46,0.004,0.061,0.9,0.007
15,71,49,0.006,0.062,0.8,0.008
16,62,43,0.004,0.056,0.7,0.006
17,,,,,,
18,,,,,,
19,26,21,0.007,0.039,0.6,0.004
20,30,22,0.002,0.046,0.7,0.003
21,36,25,0.011,0.029,0.6,0.003
22,43,30,0.025,0.016,0.6,0.004
