날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,96,55,0.058,0.024,0.6,0.007
2,98,56,0.058,0.021,0.6,0.007
3,103,59,0.057,0.019,0.6,0.007
4,103,62,0.048,0.020,0.6,0.007
5,109,64,0.031,0.025,0.7,0.005
6,108,68,0.022,0.036,0.7,0.005
7,111,67,0.021,0.040,0.7,0.005
8,89,51,0.022,0.043,0.6,0.004
9,69,34,0.036,0.036,0.5,0.004
10,59,26,0.049,0.026,0.5,0.004
11,61,31,0.051,0.031,0.5,0.004
12,64,32,0.058,0.034,0.5,0.004
13,66,33,0.071,0.026,0.5,0.004
14,63,31,0.079,0.025,0.4,0.004
15,62,29,0.083,0.027,0.4,0.004
16,59,28,0.083,0.031,0.4,0.004
17,64,32,0.090,0.036,0.5,0.004
18,81,46,0.104,0.033,0.6,0.004
19,91,53,0.110,0.033,0.6,0.005
20,90,51,0.101,0.037,0.6,0.005
21,91,52,0.077,0.042,0.6,0.005
22,95,52,0.060,0.048,0.7,0.005
23,95,55,0.049,0.052,0.7,0.004
0,97,57,0.047,0.046,0.7,0.005
1,91,54,0.022,0.070,0.8,0.004
2,75,45,0.024,0.061,0.7,0.004
3,82,52,0.024,0.057,0.8,0.004
4,95,58,0.020,0.055,0.8,0.004
5,105,67,0.018,0.054,0.8,0.004
6,96,61,0.015,0.057,0.8,0.004
7,119,74,0.024,0.045,0.8,0.006
8,135,85,0.017,0.056,0.8,0.008
9,134,74,0.021,0.063,0.9,0.010
10,100,51,0.028,0.061,0.8,0.008
11,90,45,0.032,0.060,0.7,0.006
12,79,38,0.049,0.051,0.6,0.006
13,82,39,0.055,0.056,0.6,0.006
14,80,41,0.062,0.052,0.6,0.005
15,82,40,0.071,0.044,0.6,0.005
16,88,44,0.072,0.058,0.6,0.006
17,103,48,0.086,0.043,0.6,0.006
18,89,36,0.071,0.041,0.5,0.005
19,81,31,0.068,0.034,0.4,0.004
20,70,27,0.051,0.044,0.5,0.004
21,66,25,0.040,0.047,0.5,0.004
22,58,23,0.053,0.034,0.4,0.003
23,47,16,0.064,0.024,0.3,0.003
0,43,18,0.066,0.023,0.3,0.003
1,43,17,0.063,0.022,0.3,0.003
2,42,18,0.057,0.022,0.4,0.003
3,42,20,0.052,0.022,0.4,0.004
4,45,22,0.039,0.030,0.5,0.003
5,50,25,0.027,0.038,0.6,0.003
6,50,27,0.016,0.049,0.6,0.003
7,51,28,0.005,0.064,0.7,0.003
8,55,27,0.014,0.057,0.6,0.003
9,71,26,0.023,0.056,0.7,0.004
10,63,24,0.035,0.055,0.6,0.004
11,72,38,0.034,0.070,0.7,0.004
12,72,37,0.056,0.060,0.7,0.004
13,69,38,0.087,0.042,0.5,0.004
14,60,32,0.098,0.033,0.4,0.004
15,67,34,0.107,0.033,0.4,0.004
16,60,31,0.113,0.033,0.4,0.005
17,83,45,0.138,0.034,0.4,0.006
