날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,37,10,0.024,0.016,0.4,0.003
2,32,10,0.021,0.020,0.4,0.003
3,31,10,0.017,0.025,0.4,0.003
4,29,10,0.012,0.030,0.5,0.003
5,30,12,0.007,0.034,0.5,0.002
6,28,12,0.003,0.041,0.6,0.003
7,29,12,0.002,0.046,0.6,0.003
8,29,13,0.002,0.047,0.7,0.003
9,34,14,0.003,0.052,0.9,0.003
10,30,13,0.015,0.032,0.6,0.003
11,31,17,0.018,0.030,0.5,0.004
12,32,16,0.018,0.030,0.6,0.004
13,37,17,0.023,0.026,0.6,0.004
14,45,22,0.028,0.022,0.5,0.004
15,45,23,0.027,0.024,0.5,0.005
16,39,18,0.022,0.029,0.5,0.004
17,39,17,0.020,0.031,0.5,0.004
18,35,16,0.016,0.033,0.5,0.004
19,37,23,0.011,0.037,0.5,0.003
20,36,19,0.011,0.038,0.5,0.003
21,40,20,0.006,0.044,0.6,0.004
22,39,20,0.019,0.032,0.5,0.004
23,38,18,0.010,0.043,0.5,0.004
0,39,19,0.003,0.050,0.6,0.004
1,41,18,0.002,0.053,0.6,0.004
2,42,21,0.002,0.051,0.7,0.004
3,40,18,0.002,0.050,0.7,0.004
4,38,18,0.002,0.048,0.7,0.003
5,40,22,0.002,0.050,0.9,0.004
6,42,25,0.002,0.050,0.9,0.004
7,45,29,0.002,0.049,0.9,0.004
8,43,26,0.002,0.049,0.8,0.004
9,46,28,0.002,0.049,0.8,0.004
10,48,28,0.003,0.048,0.8,0.004
11,55,33,0.004,0.048,0.8,0.004
12,58,36,0.005,0.049,0.8,0.004
13,63,38,0.010,0.043,0.6,0.005
14,63,37,0.011,0.043,0.7,0.005
15,67,41,0.012,0.044,0.7,0.005
16,66,40,0.011,0.049,0.7,0.005
17,69,41,0.015,0.045,0.7,0.004
18,64,39,0.011,0.051,0.7,0.004
19,72,42,0.002,0.062,0.9,0.004
20,73,45,0.003,0.059,0.9,0.004
21,70,42,0.003,0.058,0.8,0.004
22,68,43,0.003,0.058,0.9,0.004
23,72,46,0.002,0.059,0.9,0.004
0,67,43,0.003,0.054,0.7,0.003
1,68,42,0.009,0.045,0.7,0.003
2,62,41,0.018,0.036,0.6,0.003
3,62,41,0.027,0.024,0.6,0.003
4,58,39,0.030,0.020,0.6,0.003
5,55,36,0.031,0.018,0.5,0.003
6,49,34,0.029,0.020,0.5,0.003
7,44,32,0.023,0.026,0.5,0.002
8,39,26,0.019,0.030,0.5,0.003
9,40,21,0.016,0.034,0.6,0.002
10,27,20,0.018,0.033,0.6,0.003
11,24,17,0.013,0.039,0.7,0.003
12,19,15,0.015,0.039,0.6,0.003
13,22,17,0.014,0.037,0.6,0.002
14,21,14,0.006,0.047,0.7,0.003
15,23,15,0.003,0.049,0.9,0.003
16,20,16,0.003,0.047,0.9,0.003
17,15,12,0.003,0.040,0.8,0.003
18,15,12,0.011,0.029,0.6,0.003
19,17,13,0.014,0.027,0.6,0.003
20,20,17,0.019,0.024,0.7,0.003
21,29,23,0.019,0.026,0.7,0.003
22,33,26,0.027,0.021,0.7,0.003
23,34,28,0.030,0.020,0.6,0.003
0,47,38,0.032,0.018,0.8,0.003
1,91,59,0.034,0.015,0.8,0.003
2,134,68,0.035,0.013,0.7,0.004
3,135,67,0.033,0.014,0.6,0.004
4,117,60,0.031,0.015,0.6,0.004
5,108,59,0.030,0.015,0.6,0.003
6,99,51,0.022,0.022,0.6,0.003
7,97,46,0.017,0.027,0.6,0.003
8,91,44,0.023,0.021,0.6,0.004
9,94,45,0.025,0.019,0.6,0.003
10,88,45,0.031,0.015,0.5,0.004
11,90,47,0.034,0.013,0.5,0.003
12,69,36,0.040,0.009,0.4,0.003
13,48,24,0.043,0.008,0.3,0.003
14,38,17,0.043,0.008,0.4,0.003
15,42,17,0.042,0.008,0.3,0.002
16,42,16,0.043,0.009,0.3,0.003
17,40,16,0.040,0.012,0.3,0.003
18,38,17,0.033,0.019,0.4,0.003
19,42,20,0.022,0.028,0.4,0.003
20,41,19,0.017,0.034,0.4,0.003
21,44,19,0.012,0.039,0.4,0.003
22,43,19,0.006,0.045,0.5,0.004
23,42,20,0.002,0.048,0.6,0.003
0,42,19,0.002,0.050,0.6,0.003
1,42,19,0.002,0.050,0.6,0.003
2,40,18,0.002,0.048,0.6,0.003
3,38,18,0.002,0.048,0.7,0.003
4,41,20,0.002,0.048,0.8,0.004
5,42,19,0.002,0.047,0.8,0.003
6,41,20,0.002,0.046,0.7,0.003
7,44,22,0.002,0.045,0.8,0.004
8,44,21,0.002,0.044,0.8,0.004
9,50,23,0.003,0.045,0.7,0.005
10,54,21,0.006,0.042,0.7,0.005
11,58,24,0.009,0.042,0.8,0.006
12,67,22,0.014,0.038,0.6,0.006
13,78,20,0.018,0.036,0.6,0.005
14,87,23,0.027,0.032,0.5,0.005
15,105,25,0.035,0.027,0.4,0.004
16,110,25,0.044,0.020,0.4,0.004
17,111,27,0.040,0.026,0.4,0.004
18,112,28,0.036,0.031,0.5,0.005
19,117,32,0.015,0.053,0.6,0.005
20,114,34,0.002,0.068,0.8,0.005
21,116,34,0.002,0.066,0.9,0.005
22,106,34,0.002,0.067,0.9,0.004
23,107,36,0.002,0.066,1.0,0.005
0,107,37,0.002,0.065,0.8,0.005
1,114,40,0.002,0.068,1.1,0.004
2,106,39,0.002,0.069,1.1,0.004
3,105,42,0.002,0.066,1.1,0.004
4,98,38,0.002,0.063,1.1,0.004
5,100,35,0.002,0.057,1.0,0.004
6,98,35,0.002,0.053,0.9,0.004
7,104,37,0.002,0.053,0.9,0.004
8,97,37,0.002,0.054,0.9,0.005
9,99,36,0.005,0.047,0.8,0.004
10,94,33,0.007,0.045,0.7,0.004
11,100,38,0.010,0.045,0.8,0.005
12,96,38,0.010,0.049,0.9,0.006
13,100,38,0.016,0.048,0.8,0.006
14,89,30,0.026,0.040,0.6,0.006
15,88,26,0.032,0.034,0.5,0.005
16,84,24,0.036,0.031,0.5,0.005
17,74,20,0.036,0.032,0.4,0.004
18,66,18,0.039,0.029,0.5,0.005
19,67,17,0.025,0.042,0.5,0.005
20,65,18,0.027,0.038,0.5,0.005
21,69,21,0.018,0.046,0.6,0.005
22,72,22,0.019,0.042,0.5,0.004
23,81,25,0.018,0.038,0.5,0.004
0,88,27,0.019,0.033,0.5,0.004
1,90,29,0.019,0.031,0.5,0.004
2,98,35,0.022,0.024,0.5,0.003
3,115,37,0.028,0.017,0.5,0.003
4,105,40,0.027,0.016,0.6,0.003
5,96,51,0.030,0.015,0.7,0.003
6,118,73,0.035,0.016,0.8,0.003
7,126,82,0.029,0.019,0.8,0.003
8,104,67,0.026,0.018,0.7,0.003
9,88,56,0.022,0.022,0.6,0.003
10,59,37,0.025,0.020,0.5,0.003
11,41,22,0.032,0.014,0.4,0.003
12,33,15,0.035,0.012,0.4,0.003
13,31,10,0.040,0.010,0.3,0.004
14,29,14,0.043,0.010,0.4,0.003
15,35,14,0.044,0.010,0.4,0.003
16,30,15,0.044,0.010,0.4,0.003
17,31,16,0.043,0.010,0.3,0.003
18,26,13,0.039,0.013,0.3,0.003
19,23,11,0.032,0.017,0.4,0.002
20,23,11,0.033,0.015,0.3,0.003
21,25,12,0.032,0.013,0.4,0.003
22,25,12,0.034,0.011,0.4,0.003
23,28,12,0.033,0.009,0.3,0.003
0,25,12,0.034,0.008,0.3,0.003
1,26,12,0.035,0.006,0.3,0.003
2,22,12,0.038,0.005,0.3,0.003
3,21,13,0.037,0.005,0.3,0.003
4,22,11,0.035,0.006,0.4,0.003
5,21,12,0.034,0.006,0.4,0.003
6,22,12,0.032,0.008,0.4,0.003
7,19,9,0.023,0.017,0.4,0.003
8,21,11,0.012,0.027,0.5,0.003
9,26,13,0.011,0.029,0.5,0.003
10,28,12,0.012,0.031,0.6,0.003
11,34,17,0.013,0.034,0.6,0.003
12,35,19,0.014,0.033,0.6,0.003
