날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,45,22,0.030,0.032,0.4,0.005
2,45,22,0.024,0.034,0.5,0.005
3,47,26,0.023,0.032,0.5,0.005
4,52,25,0.021,0.030,0.5,0.005
5,52,25,0.010,0.042,0.6,0.005
6,48,25,0.005,0.049,0.7,0.005
7,51,28,0.004,0.051,0.6,0.005
8,52,26,0.009,0.048,0.6,0.005
9,64,26,0.017,0.044,0.5,0.006
10,57,24,0.033,0.034,0.6,0.006
11,52,23,0.039,0.031,0.6,0.007
12,50,22,0.040,0.030,0.5,0.005
13,45,22,0.043,0.024,0.4,0.003
14,54,24,0.038,0.026,0.5,0.003
15,59,28,0.036,0.027,0.5,0.004
16,,34,0.033,0.029,0.6,0.004
17,,36,0.036,0.023,0.5,0.004
18,79,38,0.037,0.021,0.5,0.004
19,75,37,0.030,0.026,0.4,0.003
20,75,33,0.025,0.030,0.4,0.003
21,81,34,0.033,0.020,0.4,0.003
22,74,32,0.032,0.021,0.5,0.004
23,70,34,0.030,0.024,0.5,0.004
0,69,30,0.035,0.020,0.5,0.004
1,70,28,0.038,0.019,0.5,0.004
2,61,24,0.043,0.014,0.4,0.004
3,61,25,0.043,0.011,0.4,0.004
4,69,27,0.036,0.015,0.4,0.004
5,65,29,0.027,0.022,0.5,0.005
6,63,28,0.022,0.029,0.4,0.004
7,59,25,0.006,0.049,0.5,0.004
8,58,26,0.005,0.052,0.6,0.004
9,59,25,0.011,0.048,0.5,0.004
10,57,25,0.014,0.050,0.6,0.005
11,57,24,0.020,0.042,0.7,0.005
12,52,23,0.028,0.033,0.5,0.006
13,58,24,0.031,0.033,0.6,0.005
14,66,28,0.045,0.021,0.4,0.004
15,63,26,0.049,0.020,0.4,0.004
16,59,24,0.048,0.022,0.3,0.004
17,55,22,0.044,0.021,0.3,0.004
18,55,17,0.038,0.025,0.3,0.004
19,57,17,0.029,0.033,0.4,0.005
20,51,17,0.020,0.039,0.5,0.004
21,48,17,0.015,0.041,0.5,0.005
22,44,14,0.019,0.034,0.4,0.004
23,41,12,0.011,0.039,0.4,0.005
0,41,12,0.012,0.039,0.4,0.005
1,42,13,0.021,0.028,0.4,0.004
2,41,12,0.025,0.022,0.5,0.006
3,45,14,0.023,0.021,0.6,0.007
4,42,12,0.029,0.016,0.5,0.006
5,39,13,0.025,0.019,0.6,0.007
6,41,12,0.010,0.035,0.6,0.007
7,45,13,0.007,0.040,0.5,0.005
8,41,12,0.009,0.042,0.5,0.004
9,43,14,0.013,0.038,0.5,0.005
10,45,13,0.016,0.036,0.5,0.005
11,52,15,0.015,0.036,0.5,0.004
12,60,18,0.019,0.034,0.4,0.004
13,70,19,0.030,0.025,0.4,0.005
14,69,19,0.032,0.025,0.4,0.004
15,68,18,0.034,0.024,0.4,0.004
16,75,17,0.028,0.027,0.5,0.004
17,77,18,0.031,0.022,0.4,0.004
18,80,18,0.028,0.025,0.4,0.003
19,73,18,0.014,0.036,0.4,0.004
20,55,15,0.014,0.034,0.4,0.004
21,53,18,0.014,0.033,0.4,0.004
22,53,19,0.018,0.026,0.4,0.004
23,55,25,0.012,0.029,0.4,0.003
0,55,22,0.008,0.035,0.4,0.002
1,41,17,0.016,0.024,0.4,0.003
2,35,18,0.020,0.018,0.3,0.003
3,23,12,0.019,0.018,0.3,0.003
4,11,7,0.021,0.015,0.3,0.003
5,8,6,0.024,0.012,0.3,0.002
6,3,3,0.025,0.010,0.3,0.002
7,3,2,0.022,0.018,0.4,0.002
8,4,3,0.019,0.021,0.4,0.002
9,5,3,0.019,0.023,0.4,0.002
10,8,3,0.020,0.026,0.4,0.002
11,8,4,0.023,0.024,0.4,0.002
12,7,1,0.033,0.018,0.4,0.002
13,9,3,0.036,0.019,0.4,0.002
14,10,6,0.039,0.019,0.4,0.002
15,9,4,0.040,0.019,0.4,0.002
16,8,3,0.039,0.020,0.4,0.002
17,9,3,0.036,0.022,0.4,0.002
18,10,4,0.032,0.026,0.4,0.002
19,14,9,0.025,0.030,0.5,0.002
20,14,9,0.022,0.032,0.5,0.002
21,14,11,0.020,0.031,0.5,0.002
22,10,6,0.025,0.024,0.4,0.002
23,9,3,0.024,0.024,0.4,0.002
0,8,5,0.027,0.020,0.3,0.002
1,7,5,0.027,0.019,0.4,0.002
2,7,4,0.032,0.012,0.3,0.002
3,7,3,0.033,0.011,0.3,0.002
4,6,4,0.031,0.012,0.3,0.002
5,7,4,0.028,0.013,0.3,0.002
6,9,6,0.018,0.021,0.4,0.002
7,9,7,0.019,0.021,0.4,0.002
8,6,3,0.015,0.027,0.4,0.002
9,3,2,0.012,0.032,0.5,0.002
10,6,3,0.011,0.036,0.5,0.002
11,8,4,0.014,0.032,0.5,0.002
12,9,6,0.015,0.032,0.5,0.002
13,11,7,0.015,0.033,0.5,0.002
14,9,6,0.014,0.034,0.5,0.002
15,10,6,0.010,0.040,0.6,0.002
16,10,5,0.012,0.038,0.5,0.002
17,6,4,0.012,0.037,0.5,0.002
18,5,4,0.012,0.036,0.5,0.002
19,7,6,0.016,0.032,0.5,0.002
20,10,7,0.011,0.037,0.5,0.002
21,10,8,0.011,0.034,0.5,0.002
22,7,5,0.014,0.031,0.5,0.002
23,7,3,0.013,0.033,0.5,0.002
0,5,3,0.019,0.025,0.4,0.002
1,4,2,0.020,0.023,0.4,0.002
2,4,3,0.024,0.016,0.4,0.002
3,5,6,0.020,0.017,0.4,0.002
4,7,5,0.018,0.017,0.4,0.002
5,5,5,0.019,0.015,0.4,0.002
6,4,3,0.016,0.019,0.4,0.002
7,5,5,0.021,0.019,0.4,0.002
8,5,4,0.025,0.020,0.4,0.002
9,5,4,0.026,0.020,0.4,0.002
10,15,5,0.026,0.021,0.4,0.002
11,43,12,0.029,0.021,0.4,0.002
12,64,21,0.033,0.020,0.5,0.002
