날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,78,41,0.003,0.063,0.6,0.006
2,66,42,0.008,0.050,0.5,0.006
3,60,31,0.008,0.048,0.5,0.006
4,57,36,0.017,0.032,0.4,0.005
5,49,31,0.025,0.022,0.3,0.005
6,39,26,0.027,0.020,0.3,0.004
7,37,20,0.022,0.022,0.3,0.004
8,34,20,0.020,0.025,0.3,0.004
9,27,16,0.024,0.027,0.3,0.004
10,24,14,0.029,0.024,0.2,0.004
11,33,32,0.032,0.023,0.2,0.005
12,30,14,0.033,0.019,0.2,0.005
13,63,21,0.035,0.016,0.2,0.005
14,111,38,0.036,0.017,0.3,0.005
15,144,53,0.036,0.018,0.3,0.005
16,191,57,0.036,0.018,0.4,0.005
17,230,65,0.034,0.021,0.4,0.005
18,277,70,0.033,0.022,0.4,0.005
19,288,72,0.029,0.024,0.4,0.004
20,178,49,0.025,0.030,0.3,0.004
21,133,40,0.024,0.028,0.3,0.004
22,143,41,0.023,0.028,0.4,0.004
23,135,44,0.017,0.035,0.3,0.004
0,93,28,0.014,0.039,0.3,0.004
1,84,30,0.020,0.032,0.3,0.004
2,94,28,0.022,0.029,0.4,0.005
3,100,28,0.011,0.042,0.5,0.005
4,111,29,0.012,0.040,0.5,0.005
5,109,25,0.014,0.036,0.4,0.004
6,113,24,0.004,0.048,0.6,0.004
7,113,23,0.002,0.063,0.9,0.005
8,102,24,0.003,0.065,1.0,0.005
9,104,28,0.003,0.075,1.4,0.006
10,115,32,0.005,0.063,1.0,0.006
11,112,37,0.010,0.049,0.6,0.006
12,93,29,0.015,0.040,0.5,0.007
13,85,36,0.026,0.031,0.3,0.008
14,82,44,0.031,0.029,0.3,0.008
15,77,39,0.039,0.024,0.2,0.007
16,83,33,0.039,0.024,0.3,0.007
17,81,35,0.040,0.027,0.3,0.006
18,76,31,0.037,0.030,0.3,0.006
19,90,35,0.026,0.041,0.3,0.006
20,93,33,0.014,0.054,0.4,0.007
21,95,36,0.019,0.044,0.3,0.006
22,87,35,0.014,0.053,0.3,0.006
23,80,38,0.012,0.058,0.4,0.006
0,79,34,0.019,0.050,0.4,0.007
1,72,32,0.010,0.062,0.5,0.008
2,72,33,0.017,0.049,0.5,0.009
3,65,31,0.026,0.035,0.4,0.010
4,68,37,0.020,0.044,0.4,0.011
5,75,37,0.023,0.038,0.5,0.010
6,66,27,0.018,0.044,0.5,0.009
7,80,41,0.024,0.042,0.4,0.004
8,59,27,0.011,0.057,0.6,0.004
9,53,24,0.007,0.060,0.6,0.004
10,50,23,0.006,0.061,0.8,0.004
11,50,27,0.009,0.055,0.7,0.004
12,58,25,0.011,0.055,0.6,0.005
13,59,18,0.020,0.044,0.5,0.006
14,60,34,0.026,0.040,0.5,0.005
15,61,39,0.025,0.037,0.5,0.005
16,48,31,0.021,0.037,0.4,0.004
17,38,23,0.011,0.046,0.5,0.004
18,16,12,0.010,0.044,0.4,0.004
19,27,18,0.014,0.039,0.5,0.004
20,50,33,0.031,0.022,0.4,0.004
21,44,31,0.028,0.020,0.4,0.004
22,56,40,0.024,0.020,0.4,0.004
23,42,24,0.029,0.016,0.3,0.005
0,32,13,0.031,0.014,0.2,0.004
1,37,14,0.034,0.009,0.2,0.004
2,45,17,0.036,0.007,0.2,0.004
3,52,14,0.035,0.007,0.2,0.004
4,51,15,0.034,0.006,0.2,0.004
