날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,55,37,0.004,0.075,0.8,0.003
2,55,39,0.009,0.065,0.8,0.003
3,52,39,0.013,0.051,0.8,0.003
4,52,38,0.010,0.051,0.8,0.003
5,55,38,0.010,0.048,0.7,0.003
6,57,40,0.016,0.040,0.7,0.004
7,49,37,0.019,0.041,0.6,0.003
8,50,35,0.007,0.054,0.7,0.003
9,55,35,0.009,0.058,0.8,0.004
10,51,35,0.020,0.052,0.7,0.003
11,40,26,0.031,0.046,0.6,0.003
12,36,25,0.036,0.046,0.6,0.003
13,38,25,0.038,0.042,0.6,0.004
14,42,29,0.030,0.050,0.6,0.003
15,39,27,0.038,0.040,0.6,0.003
16,35,26,0.044,0.035,0.5,0.004
17,32,26,0.040,0.039,0.5,0.003
18,31,24,0.029,0.047,0.5,0.003
19,33,25,0.020,0.047,0.6,0.003
20,41,31,0.014,0.043,0.6,0.003
21,39,28,0.021,0.027,0.4,0.004
22,29,21,0.017,0.026,0.4,0.004
23,25,20,0.014,0.028,0.4,0.004
0,38,27,0.009,0.038,0.5,0.005
1,45,28,0.012,0.034,0.5,0.004
2,45,29,0.005,0.040,0.6,0.004
3,38,27,0.007,0.034,0.5,0.004
4,34,25,0.013,0.022,0.5,0.003
5,30,23,0.010,0.023,0.5,0.003
6,32,24,0.008,0.025,0.5,0.003
7,32,24,0.006,0.026,0.5,0.003
8,29,23,0.006,0.026,0.5,0.003
9,26,20,0.005,0.029,0.5,0.003
10,27,21,0.006,0.029,0.6,0.003
11,28,20,0.006,0.033,0.6,0.003
12,21,15,0.009,0.029,0.5,0.003
13,19,13,0.010,0.024,0.5,0.003
14,18,14,0.007,0.029,0.5,0.003
15,17,14,0.007,0.026,0.4,0.003
16,16,11,0.006,0.024,0.4,0.003
17,12,8,0.004,0.025,0.4,0.003
18,11,8,0.003,0.025,0.4,0.003
19,12,8,0.003,0.027,0.4,0.003
20,12,10,0.002,0.028,0.5,0.003
21,12,12,0.004,0.023,0.4,0.003
22,9,6,0.006,0.021,0.4,0.003
23,4,3,0.009,0.018,0.3,0.003
0,4,3,0.008,0.019,0.3,0.003
1,3,2,0.011,0.015,0.3,0.002
2,3,3,0.014,0.010,0.3,0.003
3,3,2,0.016,0.008,0.3,0.003
4,3,1,0.020,0.007,0.3,0.003
5,3,1,0.021,0.006,0.2,0.003
6,3,2,0.015,0.010,0.3,0.003
7,3,2,0.013,0.011,0.3,0.002
8,3,1,0.014,0.014,0.3,0.003
9,4,1,0.016,0.013,0.3,0.002
10,4,1,0.012,0.018,0.3,0.003
11,6,2,0.015,0.015,0.4,0.003
12,8,4,0.023,0.011,0.3,0.003
13,4,2,0.028,0.009,0.2,0.003
14,3,1,0.030,0.008,0.3,0.003
15,3,2,0.032,0.008,0.3,0.003
16,7,4,0.031,0.010,0.2,0.002
17,9,5,0.030,0.013,0.3,0.003
18,12,6,0.024,0.021,0.4,0.003
19,20,10,0.013,0.031,0.4,0.003
20,17,10,0.011,0.034,0.4,0.003
21,18,11,0.014,0.030,0.4,0.003
22,19,12,0.006,0.039,0.5,0.003
23,18,11,0.005,0.038,0.5,0.003
0,18,11,0.003,0.040,0.6,0.003
1,14,11,0.003,0.038,0.6,0.003
2,16,12,0.003,0.035,0.5,0.003
3,17,10,0.003,0.031,0.5,0.003
4,15,10,0.002,0.031,0.5,0.002
5,16,9,0.005,0.025,0.4,0.003
6,14,9,0.006,0.023,0.4,0.003
7,14,8,0.004,0.025,0.4,0.003
8,15,9,0.005,0.027,0.4,0.003
9,17,10,0.006,0.027,0.5,0.003
10,16,8,0.008,0.032,0.6,0.003
11,17,12,0.011,0.032,0.5,0.003
12,17,9,0.012,0.034,0.6,0.003
13,19,14,0.019,0.033,0.5,0.004
14,24,18,0.035,0.022,0.5,0.004
15,31,22,0.046,0.026,0.6,0.004
16,36,24,0.050,0.024,0.4,0.004
17,22,15,0.046,0.022,0.4,0.004
18,23,17,0.043,0.021,0.4,0.003
19,25,18,0.039,0.025,0.4,0.004
20,35,25,0.038,0.038,0.7,0.006
21,51,35,0.042,0.028,0.8,0.005
22,63,43,0.039,0.023,0.7,0.005
23,72,48,0.033,0.024,0.7,0.005
0,67,42,0.033,0.021,0.7,0.005
1,58,40,0.038,0.016,0.7,0.006
2,53,36,0.041,0.012,0.6,0.004
3,52,32,0.043,0.011,0.5,0.004
4,49,30,0.042,0.011,0.5,0.004
5,50,33,0.037,0.011,0.5,0.005
6,51,31,0.030,0.018,0.6,0.004
7,53,32,0.023,0.024,0.6,0.003
8,51,28,0.016,0.029,0.6,0.004
9,57,33,0.011,0.027,0.5,0.003
10,46,25,0.012,0.019,0.5,0.003
11,39,22,0.012,0.019,0.5,0.003
12,46,23,0.013,0.018,0.5,0.003
13,43,22,0.022,0.013,0.5,0.003
14,42,22,0.031,0.013,0.5,0.003
15,42,20,0.034,0.014,0.5,0.003
16,42,20,0.029,0.013,0.4,0.003
17,26,13,0.019,0.016,0.3,0.002
18,11,4,0.019,0.015,0.3,0.003
19,7,2,0.019,0.017,0.3,0.002
20,6,4,0.018,0.016,0.3,0.002
21,7,4,0.016,0.018,0.3,0.002
22,8,3,0.017,0.018,0.3,0.002
23,5,2,0.018,0.017,0.3,0.002
0,5,2,0.020,0.015,0.3,0.002
1,5,1,0.025,0.011,0.3,0.002
2,7,2,0.027,0.008,0.3,0.003
3,8,1,0.029,0.007,0.3,0.002
4,8,2,0.029,0.007,0.3,0.002
5,8,5,0.028,0.007,0.3,0.002
6,8,3,0.024,0.011,0.3,0.002
7,9,2,0.021,0.014,0.3,0.002
8,9,3,0.021,0.018,0.3,0.002
9,9,4,0.025,0.015,0.3,0.003
10,9,2,0.026,0.015,0.4,0.002
11,12,4,0.030,0.012,0.3,0.002
12,10,4,0.032,0.013,0.3,0.002
13,9,8,0.033,0.014,0.3,0.002
14,12,6,0.034,0.013,0.3,0.002
15,10,5,0.035,0.013,0.3,0.002
16,11,6,0.035,0.015,0.3,0.002
17,12,5,0.033,0.019,0.3,0.003
18,14,8,0.027,0.027,0.4,0.003
19,13,7,0.024,0.030,0.4,0.003
20,15,8,0.021,0.031,0.4,0.003
21,15,10,0.015,0.037,0.4,0.003
22,15,8,0.018,0.030,0.4,0.003
23,15,8,0.020,0.024,0.4,0.002
