날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,57,28,0.066,0.021,0.8,0.007
2,61,31,0.062,0.022,0.9,0.008
3,59,31,0.048,0.033,0.9,0.006
4,58,28,0.047,0.027,0.8,0.006
5,54,30,0.041,0.029,0.8,0.005
6,51,26,0.025,0.047,0.8,0.004
7,56,28,0.015,0.062,0.8,0.004
8,52,30,0.023,0.058,0.8,0.004
9,54,25,0.040,0.043,0.7,0.004
10,55,28,0.039,0.044,0.7,0.004
11,42,15,0.046,0.036,0.6,0.004
12,35,14,0.056,0.024,0.5,0.005
13,43,19,0.059,0.024,0.6,0.006
14,35,22,0.054,0.030,0.6,0.006
15,33,9,0.051,0.027,0.5,0.005
16,38,15,0.044,0.030,0.5,0.004
17,39,11,0.052,0.024,0.4,0.003
18,41,11,0.056,0.023,0.4,0.004
19,42,7,0.046,0.029,0.4,0.003
20,33,18,0.044,0.029,0.5,0.003
21,26,11,0.041,0.029,0.5,0.004
22,38,15,0.040,0.028,0.5,0.003
23,42,15,0.042,0.023,0.5,0.003
0,38,11,0.038,0.022,0.5,0.003
1,38,29,0.038,0.022,0.6,0.004
2,42,21,0.046,0.014,0.6,0.004
3,42,23,0.022,0.034,0.8,0.005
4,44,23,0.019,0.036,0.7,0.004
5,40,21,0.011,0.042,0.7,0.004
6,43,25,0.002,0.052,0.8,0.004
7,47,26,0.003,0.054,0.8,0.004
8,42,18,0.008,0.054,0.8,0.004
9,54,23,0.012,0.053,0.8,0.004
10,52,20,0.016,0.050,0.8,0.004
11,58,30,0.024,0.043,0.7,0.004
12,54,32,0.034,0.037,0.7,0.003
13,49,25,0.043,0.033,0.6,0.003
14,54,30,0.043,0.039,0.6,0.003
15,46,25,0.045,0.038,0.6,0.003
16,50,28,0.039,0.044,0.6,0.003
17,45,29,0.028,0.058,0.7,0.003
18,49,24,0.031,0.048,0.7,0.003
19,65,30,0.025,0.039,0.7,0.003
20,48,25,0.016,0.042,0.7,0.003
21,51,25,0.011,0.043,0.7,0.003
22,47,24,0.009,0.041,0.7,0.003
23,47,24,0.009,0.040,0.7,0.002
0,38,20,0.008,0.038,0.7,0.002
1,27,18,0.019,0.024,0.6,0.002
2,19,19,0.024,0.018,0.5,0.002
3,22,18,0.024,0.015,0.5,0.002
4,21,17,0.026,0.012,0.5,0.002
5,17,9,0.026,0.013,0.5,0.002
6,22,18,0.018,0.022,0.5,0.002
7,21,16,0.013,0.031,0.5,0.002
8,16,10,0.015,0.032,0.5,0.002
9,8,11,0.016,0.032,0.5,0.002
10,10,2,0.011,0.037,0.6,0.002
11,12,9,0.018,0.034,0.7,0.002
12,21,11,0.020,0.021,0.7,0.002
13,17,14,0.016,0.025,0.7,0.002
14,22,11,0.024,0.023,0.5,0.002
15,17,12,0.034,0.021,0.4,0.002
16,17,4,0.034,0.023,0.4,0.002
17,22,8,0.033,0.024,0.5,0.002
18,21,6,0.035,0.022,0.5,0.002
19,21,5,0.035,0.022,0.5,0.002
20,21,5,0.036,0.020,0.5,0.002
21,21,12,0.034,0.019,0.4,0.002
22,29,3,0.035,0.019,0.4,0.002
23,21,5,0.036,0.017,0.4,0.002
0,35,5,0.035,0.017,0.4,0.002
1,36,16,0.038,0.014,0.4,0.002
2,51,10,0.041,0.011,0.4,0.002
3,49,10,0.044,0.009,0.3,0.002
4,55,9,0.043,0.010,0.3,0.002
5,56,11,0.041,0.011,0.3,0.002
6,53,7,0.035,0.018,0.4,0.002
7,57,12,0.025,0.030,0.4,0.003
8,62,10,0.026,0.030,0.4,0.003
9,66,11,0.034,0.022,0.4,0.003
10,71,12,0.038,0.019,0.4,0.003
11,67,11,0.043,0.016,0.4,0.003
12,64,10,0.045,0.016,0.4,0.003
13,71,13,0.048,0.017,0.4,0.003
14,,,,,,
15,,,,,,
16,47,11,0.045,0.017,0.4,0.003
17,39,14,0.048,0.016,0.4,0.003
18,41,12,0.045,0.023,0.4,0.003
19,37,19,0.041,0.027,0.5,0.003
20,49,18,0.033,0.034,0.5,0.003
21,40,16,0.027,0.041,0.6,0.003
22,42,16,0.029,0.036,0.5,0.003
23,38,13,0.024,0.038,0.5,0.003
0,38,16,0.013,0.052,0.5,0.003
1,39,22,0.006,0.061,0.6,0.003
2,47,20,0.011,0.049,0.7,0.003
3,58,20,0.023,0.029,0.7,0.003
4,58,25,0.024,0.027,0.8,0.004
5,59,32,0.020,0.029,0.8,0.005
6,55,28,0.008,0.042,0.9,0.004
7,50,27,0.004,0.049,0.9,0.004
8,51,25,0.008,0.051,0.9,0.005
9,47,22,0.013,0.052,0.9,0.006
10,46,19,0.015,0.052,0.8,0.006
11,56,22,0.017,0.056,0.9,0.005
12,73,26,0.031,0.041,0.6,0.004
13,83,15,0.038,0.035,0.6,0.003
14,77,19,0.037,0.043,0.6,0.003
15,80,23,0.041,0.048,0.6,0.004
16,75,26,0.048,0.046,0.6,0.003
17,63,18,0.054,0.042,0.5,0.003
18,66,25,0.047,0.050,0.6,0.003
19,51,18,0.044,0.050,0.6,0.005
20,58,25,0.033,0.058,0.7,0.006
21,56,23,0.022,0.066,0.7,0.006
22,55,22,0.006,0.079,0.9,0.005
23,62,30,0.019,0.053,0.8,0.003
0,52,28,0.019,0.046,0.7,0.002
1,38,17,0.011,0.052,0.8,0.002
2,44,35,0.012,0.044,0.8,0.002
3,38,34,0.019,0.034,0.7,0.002
4,44,21,0.043,0.015,0.6,0.003
5,46,25,0.034,0.020,0.6,0.002
6,50,29,0.034,0.027,0.5,0.002
7,51,21,0.036,0.025,0.5,0.002
8,46,24,0.020,0.041,0.6,0.002
9,54,28,0.007,0.056,0.7,0.002
10,42,25,0.007,0.054,0.7,0.002
11,38,26,0.007,0.053,0.7,0.002
12,42,24,0.007,0.053,0.7,0.002
13,36,19,0.011,0.049,0.7,0.002
14,25,19,0.018,0.042,0.6,0.002
15,15,10,0.024,0.035,0.6,0.002
16,13,9,0.030,0.033,0.6,0.002
17,19,9,0.028,0.037,0.6,0.002
18,24,18,0.022,0.043,0.6,0.002
19,39,22,0.011,0.054,0.6,0.002
20,47,29,0.009,0.054,0.6,0.002
21,68,26,0.015,0.044,0.6,0.003
22,59,23,0.027,0.025,0.5,0.002
23,103,25,0.029,0.022,0.5,0.002
0,149,24,0.017,0.033,0.6,0.002
1,144,32,0.010,0.040,0.7,0.002
2,189,42,0.016,0.031,0.6,0.003
3,224,39,0.016,0.029,0.7,0.003
4,226,44,0.019,0.025,0.6,0.003
5,227,32,0.026,0.020,0.6,0.003
6,203,36,0.020,0.026,0.6,0.003
7,163,31,0.018,0.032,0.6,0.005
8,148,31,0.016,0.036,0.6,0.005
9,134,27,0.017,0.038,0.6,0.006
10,129,29,0.018,0.038,0.7,0.007
11,129,33,0.023,0.036,0.6,0.007
12,129,26,0.043,0.016,0.5,0.004
13,105,12,0.050,0.011,0.4,0.003
14,69,9,0.049,0.013,0.4,0.002
15,39,14,0.051,0.013,0.4,0.002
16,33,5,0.050,0.017,0.4,0.003
17,43,11,0.048,0.019,0.5,0.003
18,46,12,0.044,0.023,0.5,0.003
19,40,14,0.040,0.029,0.5,0.003
20,51,17,0.030,0.039,0.5,0.003
21,50,13,0.012,0.057,0.6,0.004
22,60,18,0.009,0.057,0.6,0.004
23,53,18,0.026,0.034,0.6,0.003
0,49,10,0.028,0.033,0.6,0.003
1,54,19,0.010,0.049,0.7,0.003
2,51,19,0.004,0.050,0.8,0.002
3,47,20,0.005,0.048,0.8,0.002
4,51,14,0.010,0.037,0.7,0.002
5,48,20,0.009,0.035,0.7,0.002
6,53,19,0.010,0.037,0.6,0.002
7,51,17,0.008,0.041,0.7,0.003
8,49,19,0.017,0.031,0.6,0.003
9,54,19,0.022,0.030,0.6,0.003
10,41,11,0.030,0.027,0.6,0.003
11,48,16,0.036,0.028,0.6,0.003
12,64,20,0.040,0.031,0.6,0.003
13,55,11,0.047,0.029,0.5,0.003
14,59,19,0.055,0.025,0.5,0.003
15,62,14,0.058,0.026,0.5,0.003
16,67,18,0.066,0.020,0.5,0.002
17,64,18,0.069,0.023,0.5,0.003
18,75,27,0.066,0.025,0.5,0.004
19,69,20,0.064,0.024,0.5,0.004
20,75,17,0.057,0.031,0.5,0.003
21,67,15,0.049,0.036,0.5,0.004
22,50,19,0.050,0.034,0.5,0.004
23,47,12,0.053,0.028,0.5,0.009
0,42,13,0.050,0.031,0.5,0.009
1,47,28,0.051,0.029,0.5,0.006
2,52,18,0.052,0.027,0.5,0.007
3,56,26,0.037,0.041,0.6,0.010
4,62,28,0.030,0.041,0.6,0.009
5,58,27,0.024,0.040,0.6,0.007
6,55,23,0.007,0.057,0.7,0.005
7,58,24,0.004,0.060,0.7,0.004
8,60,23,0.004,0.063,0.8,0.004
9,66,23,0.009,0.063,0.9,0.004
10,61,20,0.042,0.034,0.6,0.003
11,67,18,0.057,0.018,0.5,0.003
12,57,14,0.054,0.023,0.5,0.003
13,57,17,0.053,0.031,0.5,0.003
14,79,29,0.064,0.027,0.5,0.004
15,73,23,0.074,0.023,0.5,0.004
16,62,21,0.069,0.021,0.5,0.003
17,63,14,0.061,0.028,0.5,0.003
