날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스
1,30,18,0.024,0.026,0.6,0.003
2,25,18,0.023,0.023,0.6,0.003
3,23,17,0.014,0.027,0.5,0.003
4,21,16,0.024,0.021,0.4,0.002
5,21,18,0.021,0.023,0.4,0.003
6,24,17,0.014,0.029,0.4,0.003
7,26,22,0.007,0.037,0.4,0.003
8,34,22,0.014,0.038,0.5,0.003
9,30,22,0.025,0.037,0.5,0.003
10,20,13,0.042,0.030,0.5,0.003
11,29,10,0.074,0.023,0.4,0.003
12,33,16,0.109,0.023,0.4,0.003
13,20,19,0.123,0.030,0.5,0.003
14,33,22,0.133,0.016,0.4,0.003
15,34,23,0.122,0.015,0.4,0.003
16,51,21,0.118,0.012,0.4,0.003
17,52,21,0.102,0.012,0.3,0.003
18,37,23,0.082,0.014,0.4,0.003
19,39,24,0.051,0.021,0.4,0.003
20,47,29,0.039,0.019,0.4,0.002
21,54,34,0.035,0.017,0.4,0.002
22,43,30,0.039,0.012,0.4,0.002
23,38,26,0.024,0.024,0.5,0.002
0,48,33,0.024,0.021,0.5,0.002
1,46,33,0.026,0.017,0.4,0.002
2,41,27,0.022,0.017,0.4,0.002
3,40,25,0.014,0.025,0.5,0.002
4,31,22,0.017,0.026,0.4,0.003
5,14,14,0.021,0.022,0.4,0.003
6,21,15,0.011,0.029,0.4,0.003
7,18,12,0.006,0.035,0.4,0.003
8,18,13,0.013,0.035,0.5,0.003
9,23,15,0.027,0.031,0.5,0.004
10,25,16,0.034,0.037,0.6,0.005
11,26,16,0.043,0.040,0.6,0.005
12,29,20,0.067,0.035,0.6,0.005
13,30,24,0.093,0.033,0.6,0.004
14,39,30,0.126,0.020,0.5,0.005
15,42,31,0.147,0.023,0.5,0.005
16,49,39,0.163,0.020,0.5,0.005
17,48,37,0.147,0.018,0.4,0.005
18,45,35,0.123,0.021,0.4,0.004
19,42,31,0.095,0.028,0.4,0.004
20,49,35,0.082,0.030,0.5,0.004
21,59,41,0.076,0.027,0.5,0.004
22,76,51,0.066,0.027,0.5,0.003
23,82,69,0.076,0.023,0.5,0.003
0,70,50,0.078,0.025,0.6,0.003
1,81,58,0.066,0.023,0.7,0.003
2,76,60,0.053,0.028,0.6,0.003
3,73,58,0.045,0.032,0.6,0.003
4,80,63,0.025,0.039,0.6,0.003
5,82,58,0.027,0.035,0.6,0.003
6,54,40,0.016,0.042,0.5,0.003
7,35,30,0.011,0.051,0.5,0.004
8,38,27,0.021,0.045,0.6,0.005
9,38,24,0.032,0.043,0.5,0.006
10,28,19,0.046,0.030,0.4,0.006
11,26,19,0.052,0.035,0.5,0.004
12,30,21,0.075,0.030,0.4,0.004
13,33,25,0.108,0.022,0.4,0.004
14,41,32,0.141,0.018,0.4,0.004
15,50,38,0.154,0.021,0.5,0.005
16,53,40,0.133,0.019,0.4,0.006
17,50,37,0.110,0.020,0.4,0.005
18,44,33,0.081,0.021,0.4,0.004
19,43,32,0.068,0.020,0.4,0.005
20,38,28,0.048,0.025,0.4,0.004
21,36,25,0.035,0.025,0.4,0.004
22,32,23,0.032,0.022,0.4,0.004
23,31,22,0.036,0.017,0.3,0.003
0,26,20,0.040,0.014,0.3,0.003
1,27,18,0.037,0.014,0.3,0.003
2,26,19,0.033,0.015,0.3,0.003
3,23,19,0.036,0.012,0.3,0.003
4,23,18,0.040,0.009,0.4,0.003
5,24,19,0.041,0.009,0.4,0.003
6,25,19,0.041,0.016,0.3,0.003
7,27,18,0.032,0.024,0.3,0.004
8,29,20,0.031,0.020,0.3,0.004
9,34,24,0.034,0.019,0.3,0.004
10,34,23,0.043,0.018,0.3,0.004
11,36,24,0.053,0.016,0.4,0.004
12,37,25,0.060,0.017,0.3,0.005
13,34,24,0.064,0.017,0.3,0.005
14,31,21,0.060,0.012,0.3,0.004
15,29,19,0.062,0.012,0.3,0.004
